"BehaviorSpace results (NetLogo 6.2.2)"
"/home/gallagher/sensitivity/EBIVModelSAmorris.nlogo"
"SA_morris"
"04/26/2023 12:22:52:741 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","19","0","49"
"[run number]","[step]","perc-resource-cells","max-resources-base","r-growth-ts","fragmentation-level","n-animals","speed-mean","speed-max","HR-r-min","HR-r-max","B0","gamma","intercept-pcot","slope-pcot","intercept-icot","slope-icot","n-emb-range","emb-growth-c","emb-mass-init","emb-mass-inf","percent-fat-emb","percent-pro-emb","ED-pl","DE-pl","preg-prob-const","preg-prob-mid","off-BMR-red","off-growth-eff","milk-prod-eff","lact-prob-const","lact-prob-mid","ED-pro","DE-fat","DE-pro","growth-lm-prob-const","growth-lm-prob-mid","growth-lm-inf","growth-lm-k","stomach-fill-perc","AE-food","HIF","DM-food","ED-food","ED-fat","ED-cpro","gamma-mobilize","perc-water-adi","SL-max","item 0 t-mating","item 1 t-mating","t-mature","prob-ovul","t-0","t-gest","t-nurs","t-max-age","surv-prob-const","surv-prob-mid","surv-mod-embryo","surv-mod-off","item 0 winter-surv + 0.216","SA.BMadult","SA.BMemb","SA.BMwean","SA.age1stbirth","SA.LpY","SA.LSb","SA.dens"
"1512","12049","0.75","154","0.0132","0.664","90","0.166","0.9864","11.3","26.56","5447.79","0.704","4.7","0.63","9.54","-0.29","[3 10]","0.112","6.9E-8","17.9613","0.038","0.102","3249.9","0.6012","25.1603","0.048","0.501","0.88","0.99","28.278","0.1308","25850000","0.735","0.444","34.8612","0.0459","0.02904","0.11568","0.06084","0.6688","0.2736","0.536","13509.21","31280000","22920000","0.012","0.1428","0.4378","145.2","218.4","49.5","0.264","4.4","20","18.9","744","75.7344","0.0216","0.502","0.633","0.3744","32.5189655172414","2.2999999999999994","14.285000000000002","365","1.5","6.666666666666667","1.9761904761904763"
"1511","12049","0.75","154","0.0132","0.664","90","0.166","0.9864","11.3","26.56","5447.79","0.704","4.7","0.63","9.54","-0.29","[3 10]","0.112","6.9E-8","17.9613","0.038","0.102","3249.9","0.6012","25.1603","0.048","0.501","0.88","0.99","28.278","0.1308","25850000","0.735","0.444","34.8612","0.0459","0.02904","0.11568","0.06084","0.6688","0.2736","0.536","13509.21","39100000","22920000","0.012","0.1428","0.4378","145.2","218.4","49.5","0.264","4.4","20","18.9","744","75.7344","0.0216","0.502","0.633","0.3744","31.1406985573272","2.2373626373626405","13.38800000000001","464","1.75","8.272727272727273","3.2976190476190474"
"1513","12049","0.75","154","0.0132","0.664","90","0.166","0.9864","11.3","26.56","5447.79","0.704","4.7","0.63","9.54","-0.29","[3 10]","0.112","6.9E-8","17.9613","0.038","0.102","3249.9","0.6012","25.1603","0.048","0.501","0.88","0.99","28.278","0.1308","25850000","0.735","0.444","34.8612","0.0459","0.02904","0.0964","0.06084","0.6688","0.2736","0.536","13509.21","31280000","22920000","0.012","0.1428","0.4378","145.2","218.4","49.5","0.264","4.4","20","18.9","744","75.7344","0.0216","0.502","0.633","0.3744","31.981917211329005","2.299999999999999","12.339130434782614","365.6666666666667","1.6666666666666667","4.8","2.9047619047619047"
"1514","19825","0.75","154","0.0132","0.664","90","0.166","0.9864","11.3","26.56","5447.79","0.704","4.7","0.63","9.54","-0.29","[3 10]","0.112","6.9E-8","17.9613","0.038","0.102","3249.9","0.6012","25.1603","0.048","0.501","0.88","0.99","28.278","0.1308","25850000","0.735","0.444","34.8612","0.0459","0.02904","0.0964","0.06084","0.6688","0.2736","0.536","13509.21","31280000","22920000","0.012","0.1428","0.4378","145.2","273","49.5","0.264","4.4","20","18.9","744","75.7344","0.0216","0.502","0.633","0.3744","30.258456940447253","2.2567917205691845","12.134216335540907","263.6461538461538","0.25","6.284552845528455","13.58695652173913"
"1515","19825","0.75","154","0.0132","0.664","90","0.166","0.9864","11.3","26.56","5447.79","0.704","4.7","0.756","9.54","-0.29","[3 10]","0.112","6.9E-8","17.9613","0.038","0.102","3249.9","0.6012","25.1603","0.048","0.501","0.88","0.99","28.278","0.1308","25850000","0.735","0.444","34.8612","0.0459","0.02904","0.0964","0.06084","0.6688","0.2736","0.536","13509.21","31280000","22920000","0.012","0.1428","0.4378","145.2","273","49.5","0.264","4.4","20","18.9","744","75.7344","0.0216","0.502","0.633","0.3744","31.31418740681271","2.2289122137404678","12.036741767764275","289.6823529411765","0.23809523809523808","6.632911392405063","17.579710144927535"
"1519","19825","0.75","154","0.0132","0.664","90","0.166","0.9864","11.3","26.56","5447.79","0.576","4.7","0.756","9.54","-0.29","[3 10]","0.112","6.9E-8","17.9613","0.038","0.0816","3249.9","0.6012","20.5857","0.048","0.501","0.88","0.99","28.278","0.1308","25850000","0.735","0.444","34.8612","0.0459","0.02904","0.0964","0.06084","0.6688","0.2736","0.536","13509.21","31280000","22920000","0.015","0.1428","0.4378","145.2","273","49.5","0.264","4.4","20","18.9","744","75.7344","0.0216","0.502","0.633","0.3744","29.966357679399067","2.1184659090909332","13.527559055118095","282.8787878787879","0.8888888888888888","6.6415094339622645","12.130434782608695"
"1516","19825","0.75","154","0.0132","0.664","90","0.166","0.9864","11.3","26.56","5447.79","0.704","4.7","0.756","9.54","-0.29","[3 10]","0.112","6.9E-8","17.9613","0.038","0.0816","3249.9","0.6012","25.1603","0.048","0.501","0.88","0.99","28.278","0.1308","25850000","0.735","0.444","34.8612","0.0459","0.02904","0.0964","0.06084","0.6688","0.2736","0.536","13509.21","31280000","22920000","0.012","0.1428","0.4378","145.2","273","49.5","0.264","4.4","20","18.9","744","75.7344","0.0216","0.502","0.633","0.3744","29.239603160351944","2.160544217687017","11.596543209876534","129.88311688311688","0.4","6.582089552238806","18.608695652173914"
"1517","19825","0.75","154","0.0132","0.664","90","0.166","0.9864","11.3","26.56","5447.79","0.704","4.7","0.756","9.54","-0.29","[3 10]","0.112","6.9E-8","17.9613","0.038","0.0816","3249.9","0.6012","25.1603","0.048","0.501","0.88","0.99","28.278","0.1308","25850000","0.735","0.444","34.8612","0.0459","0.02904","0.0964","0.06084","0.6688","0.2736","0.536","13509.21","31280000","22920000","0.015","0.1428","0.4378","145.2","273","49.5","0.264","4.4","20","18.9","744","75.7344","0.0216","0.502","0.633","0.3744","34.015053062744485","2.158432934926974","11.64528735632184","286.91237113402065","0.9090909090909091","6.435897435897436","17.847826086956523"
"1518","19825","0.75","154","0.0132","0.664","90","0.166","0.9864","11.3","26.56","5447.79","0.704","4.7","0.756","9.54","-0.29","[3 10]","0.112","6.9E-8","17.9613","0.038","0.0816","3249.9","0.6012","20.5857","0.048","0.501","0.88","0.99","28.278","0.1308","25850000","0.735","0.444","34.8612","0.0459","0.02904","0.0964","0.06084","0.6688","0.2736","0.536","13509.21","31280000","22920000","0.015","0.1428","0.4378","145.2","273","49.5","0.264","4.4","20","18.9","744","75.7344","0.0216","0.502","0.633","0.3744","34.55666389252192","2.1333583771599938","11.79147928994086","296.40875912408757","1","6.368421052631579","19.3768115942029"
"1520","19825","0.75","154","0.0132","0.664","90","0.166","0.9864","11.3","26.56","5447.79","0.576","4.7","0.756","9.54","-0.29","[3 10]","0.112","6.9E-8","17.9613","0.038","0.0816","3249.9","0.6012","20.5857","0.048","0.501","0.88","0.99","28.278","0.1308","25850000","0.735","0.444","34.8612","0.0459","0.02904","0.0964","0.06084","0.6688","0.2736","0.536","13509.21","31280000","22920000","0.015","0.1428","0.4378","145.2","273","49.5","0.22","4.4","20","18.9","744","75.7344","0.0216","0.502","0.633","0.3744","28.675867228948427","2.115275590551196","13.91806853582551","237.0701754385965","0.5","6.684210526315789","11.847826086956522"
"1521","19825","0.75","154","0.0132","0.664","90","0.166","0.9864","11.3","26.56","5447.79","0.576","4.7","0.756","9.54","-0.29","[3 10]","0.112","6.9E-8","17.9613","0.038","0.0816","3249.9","0.6012","20.5857","0.048","0.501","0.88","0.99","28.278","0.1308","25850000","0.735","0.3552","34.8612","0.0459","0.02904","0.0964","0.06084","0.6688","0.2736","0.536","13509.21","31280000","22920000","0.015","0.1428","0.4378","145.2","273","49.5","0.22","4.4","20","18.9","744","75.7344","0.0216","0.502","0.633","0.3744","28.050339612969395","2.155617198335663","13.582394366197164","152.75903614457832","0.25","6.324561403508772","13.644927536231885"
"1526","673","0.75","140","0.0099","0.747","80","0.1826","0.9864","9.04","39.84","6658.41","0.64","4.7","0.567","12.72","-0.348","[1 8]","0.1232","8.28E-8","15.9656","0.038","0.1122","2599.92","0.4008","27.4476","0.048","0.5511","1.056","0.99","28.278","0.1199","23500000","0.735","0.444","26.1459","0.051","0.0264","0.0964","0.04563","0.6688","0.2052","0.67","9824.88","43010000","19100000","0.0165","0.119","0.398","121","245.7","49.5","0.198","4","18","25.2","558","104.1348","0.018","0.4016","0.5697","0.3744","0","0","0","0","0","0","0"
"1527","865","0.75","140","0.0099","0.747","80","0.1826","0.9864","9.04","39.84","6658.41","0.64","4.7","0.567","12.72","-0.348","[1 8]","0.1008","8.28E-8","15.9656","0.038","0.1122","2599.92","0.4008","27.4476","0.048","0.5511","1.056","0.99","28.278","0.1199","23500000","0.735","0.444","26.1459","0.051","0.0264","0.0964","0.04563","0.6688","0.2052","0.67","9824.88","43010000","19100000","0.0165","0.119","0.398","121","245.7","49.5","0.198","4","18","25.2","558","104.1348","0.018","0.4016","0.5697","0.3744","0","0","0","0","0","0","0"
"1528","690","0.75","140","0.0099","0.747","80","0.1826","0.9864","9.04","39.84","6658.41","0.64","4.7","0.567","12.72","-0.348","[1 8]","0.1008","8.28E-8","15.9656","0.038","0.1122","2599.92","0.4008","27.4476","0.048","0.5511","1.056","0.825","28.278","0.1199","23500000","0.735","0.444","26.1459","0.051","0.0264","0.0964","0.04563","0.6688","0.2052","0.67","9824.88","43010000","19100000","0.0165","0.119","0.398","121","245.7","49.5","0.198","4","18","25.2","558","104.1348","0.018","0.4016","0.5697","0.3744","0","0","0","0","0","0","0"
"1529","12913","0.75","140","0.0099","0.747","80","0.1826","0.9864","9.04","39.84","5447.79","0.64","4.7","0.567","12.72","-0.348","[1 8]","0.1008","8.28E-8","15.9656","0.038","0.1122","2599.92","0.4008","27.4476","0.048","0.5511","1.056","0.825","28.278","0.1199","23500000","0.735","0.444","26.1459","0.051","0.0264","0.0964","0.04563","0.6688","0.2052","0.67","9824.88","43010000","19100000","0.0165","0.119","0.398","121","245.7","49.5","0.198","4","18","25.2","558","104.1348","0.018","0.4016","0.5697","0.3744","0","0","0","0","0","0","0"
"1530","8423","0.75","140","0.0099","0.747","80","0.1826","0.9864","9.04","39.84","5447.79","0.64","4.7","0.567","12.72","-0.348","[1 8]","0.1008","8.28E-8","15.9656","0.038","0.1122","2599.92","0.4008","27.4476","0.048","0.5511","1.056","0.825","28.278","0.1199","23500000","0.735","0.444","26.1459","0.051","0.0264","0.0964","0.04563","0.6688","0.2052","0.67","9824.88","43010000","19100000","0.0165","0.119","0.398","121","245.7","49.5","0.198","4","18","25.2","558","85.2012","0.018","0.4016","0.5697","0.3744","0","0","0","0","0","0","0"
"1531","12913","0.75","140","0.0099","0.747","80","0.1826","0.9864","9.04","39.84","5447.79","0.64","4.7","0.567","12.72","-0.348","[1 8]","0.1008","8.28E-8","15.9656","0.038","0.1122","2599.92","0.4008","27.4476","0.0384","0.5511","1.056","0.825","28.278","0.1199","23500000","0.735","0.444","26.1459","0.051","0.0264","0.0964","0.04563","0.6688","0.2052","0.67","9824.88","43010000","19100000","0.0165","0.119","0.398","121","245.7","49.5","0.198","4","18","25.2","558","85.2012","0.018","0.4016","0.5697","0.3744","0","0","0","0","0","0","0"
"1532","12961","0.75","140","0.0099","0.747","80","0.1826","0.9864","9.04","39.84","5447.79","0.64","4.7","0.567","12.72","-0.348","[1 8]","0.1008","8.28E-8","15.9656","0.038","0.1122","2599.92","0.4008","27.4476","0.0384","0.5511","1.056","0.825","28.278","0.1199","23500000","0.735","0.444","26.1459","0.051","0.0264","0.0964","0.04563","0.6688","0.2052","0.67","9824.88","43010000","15280000","0.0165","0.119","0.398","121","245.7","49.5","0.198","4","18","25.2","558","85.2012","0.018","0.4016","0.5697","0.3744","27.1","0","0","0","0","0","0"
"1533","12913","0.75","140","0.0099","0.747","80","0.1826","0.9864","9.04","39.84","5447.79","0.64","4.7","0.567","12.72","-0.348","[1 8]","0.1008","8.28E-8","15.9656","0.038","0.1122","2599.92","0.4008","27.4476","0.0384","0.5511","1.056","0.825","28.278","0.1199","23500000","0.735","0.444","26.1459","0.051","0.0264","0.0964","0.04563","0.6688","0.2052","0.67","9824.88","43010000","15280000","0.0165","0.119","0.398","121","245.7","49.5","0.198","4","22","25.2","558","85.2012","0.018","0.4016","0.5697","0.3744","0","0","0","0","0","0","0"
"1524","19825","0.75","154","0.0132","0.664","90","0.166","0.9864","11.3","26.56","6658.41","0.576","4.7","0.756","9.54","-0.29","[3 10]","0.112","6.9E-8","17.9613","0.038","0.0816","3249.9","0.501","20.5857","0.048","0.501","0.88","0.99","28.278","0.1308","25850000","0.735","0.3552","34.8612","0.0459","0.02904","0.0964","0.06084","0.6688","0.228","0.536","13509.21","31280000","22920000","0.015","0.1428","0.4378","145.2","273","49.5","0.22","4.4","20","18.9","744","75.7344","0.0216","0.502","0.633","0.3744","23.71565347477216","1.4107226107226105","9.022629310344822","281.4074074074074","0.4375","6.355555555555555","13.579710144927537"
"1525","19825","0.75","154","0.0132","0.664","90","0.166","0.9864","11.3","26.56","6658.41","0.576","4.7","0.756","9.54","-0.29","[2 9]","0.112","6.9E-8","17.9613","0.038","0.0816","3249.9","0.501","20.5857","0.048","0.501","0.88","0.99","28.278","0.1308","25850000","0.735","0.3552","34.8612","0.0459","0.02904","0.0964","0.06084","0.6688","0.228","0.536","13509.21","31280000","22920000","0.015","0.1428","0.4378","145.2","273","49.5","0.22","4.4","20","18.9","744","75.7344","0.0216","0.502","0.633","0.3744","25.6715516099112","1.4534246575342575","9.182912621359234","284.1344537815126","0.9230769230769231","5.716867469879518","12.934782608695652"
"1535","13297","0.75","140","0.0099","0.913","80","0.1826","0.9864","9.04","39.84","5447.79","0.64","4.7","0.567","12.72","-0.348","[1 8]","0.1008","8.28E-8","15.9656","0.038","0.1122","2599.92","0.4008","27.4476","0.0384","0.5511","1.056","0.825","28.278","0.1199","23500000","0.735","0.444","26.1459","0.051","0.0264","0.0964","0.04563","0.6688","0.2052","0.67","9824.88","43010000","15280000","0.0165","0.119","0.398","121","245.7","49.5","0.198","4","22","25.2","682","85.2012","0.018","0.4016","0.5697","0.3744","26.2375","0","0","0","0","0","0"
"1523","19825","0.75","154","0.0132","0.664","90","0.166","0.9864","11.3","26.56","5447.79","0.576","4.7","0.756","9.54","-0.29","[3 10]","0.112","6.9E-8","17.9613","0.038","0.0816","3249.9","0.501","20.5857","0.048","0.501","0.88","0.99","28.278","0.1308","25850000","0.735","0.3552","34.8612","0.0459","0.02904","0.0964","0.06084","0.6688","0.228","0.536","13509.21","31280000","22920000","0.015","0.1428","0.4378","145.2","273","49.5","0.22","4.4","20","18.9","744","75.7344","0.0216","0.502","0.633","0.3744","24.497927272727292","1.4270577105014277","9.166095238095254","286.3404255319149","0.5625","6.819354838709677","17.44927536231884"
"1534","19393","0.75","140","0.0099","0.913","80","0.1826","0.9864","9.04","39.84","5447.79","0.64","4.7","0.567","12.72","-0.348","[1 8]","0.1008","8.28E-8","15.9656","0.038","0.1122","2599.92","0.4008","27.4476","0.0384","0.5511","1.056","0.825","28.278","0.1199","23500000","0.735","0.444","26.1459","0.051","0.0264","0.0964","0.04563","0.6688","0.2052","0.67","9824.88","43010000","15280000","0.0165","0.119","0.398","121","245.7","49.5","0.198","4","22","25.2","558","85.2012","0.018","0.4016","0.5697","0.3744","19.532292787944044","1.614516129032258","10.783333333333328","338","1.125","5.166666666666667","0.8"
"1522","19825","0.75","154","0.0132","0.664","90","0.166","0.9864","11.3","26.56","5447.79","0.576","4.7","0.756","9.54","-0.29","[3 10]","0.112","6.9E-8","17.9613","0.038","0.0816","3249.9","0.6012","20.5857","0.048","0.501","0.88","0.99","28.278","0.1308","25850000","0.735","0.3552","34.8612","0.0459","0.02904","0.0964","0.06084","0.6688","0.228","0.536","13509.21","31280000","22920000","0.015","0.1428","0.4378","145.2","273","49.5","0.22","4.4","20","18.9","744","75.7344","0.0216","0.502","0.633","0.3744","23.272046224347438","1.3598944591029105","8.92078774617069","117.83206106870229","0.2857142857142857","6.649122807017544","15.03623188405797"
"1537","6961","0.75","140","0.0099","0.913","80","0.1826","0.822","9.04","39.84","5447.79","0.64","4.7","0.567","12.72","-0.348","[1 8]","0.1008","6.9E-8","15.9656","0.038","0.1122","2599.92","0.4008","27.4476","0.0384","0.5511","1.056","0.825","28.278","0.1199","23500000","0.735","0.444","26.1459","0.051","0.0264","0.0964","0.04563","0.6688","0.2052","0.67","9824.88","43010000","15280000","0.0165","0.119","0.398","121","245.7","49.5","0.198","4","22","25.2","682","85.2012","0.018","0.4016","0.5697","0.3744","0","0","0","0","0","0","0"
"1536","19393","0.75","140","0.0099","0.913","80","0.1826","0.9864","9.04","39.84","5447.79","0.64","4.7","0.567","12.72","-0.348","[1 8]","0.1008","6.9E-8","15.9656","0.038","0.1122","2599.92","0.4008","27.4476","0.0384","0.5511","1.056","0.825","28.278","0.1199","23500000","0.735","0.444","26.1459","0.051","0.0264","0.0964","0.04563","0.6688","0.2052","0.67","9824.88","43010000","15280000","0.0165","0.119","0.398","121","245.7","49.5","0.198","4","22","25.2","682","85.2012","0.018","0.4016","0.5697","0.3744","18.24102564102563","1.535294117647059","11.01333333333333","181","2","4.25","0.46153846153846156"
"1539","10657","0.75","140","0.0099","0.913","80","0.1826","0.822","9.04","39.84","5447.79","0.64","4.7","0.567","12.72","-0.348","[1 8]","0.1008","6.9E-8","15.9656","0.038","0.1122","2599.92","0.4008","27.4476","0.0384","0.5511","1.056","0.825","28.278","0.1199","23500000","0.735","0.444","26.1459","0.051","0.0264","0.0964","0.04563","0.6688","0.2052","0.67","9824.88","43010000","15280000","0.0165","0.119","0.398","145.2","245.7","49.5","0.198","4","22","21","682","85.2012","0.018","0.4016","0.5697","0.3744","25.15","0","0","0","0","0","0"
"1538","15937","0.75","140","0.0099","0.913","80","0.1826","0.822","9.04","39.84","5447.79","0.64","4.7","0.567","12.72","-0.348","[1 8]","0.1008","6.9E-8","15.9656","0.038","0.1122","2599.92","0.4008","27.4476","0.0384","0.5511","1.056","0.825","28.278","0.1199","23500000","0.735","0.444","26.1459","0.051","0.0264","0.0964","0.04563","0.6688","0.2052","0.67","9824.88","43010000","15280000","0.0165","0.119","0.398","145.2","245.7","49.5","0.198","4","22","25.2","682","85.2012","0.018","0.4016","0.5697","0.3744","20.078744939271274","1.6206896551724144","11.146428571428578","342","1","4.833333333333333","0.22522522522522523"
"1540","15937","0.75","140","0.0099","0.913","80","0.1826","0.822","9.04","39.84","5447.79","0.64","4.7","0.693","12.72","-0.348","[1 8]","0.1008","6.9E-8","15.9656","0.038","0.1122","2599.92","0.4008","27.4476","0.0384","0.5511","1.056","0.825","28.278","0.1199","23500000","0.735","0.444","26.1459","0.051","0.0264","0.0964","0.04563","0.6688","0.2052","0.67","9824.88","43010000","15280000","0.0165","0.119","0.398","145.2","245.7","49.5","0.198","4","22","21","682","85.2012","0.018","0.4016","0.5697","0.3744","20.062843295638128","1.5653061224489802","9.645454545454543","367.1666666666667","0.7647058823529411","3.769230769230769","2.7837837837837838"
"1541","15937","0.75","140","0.0099","0.913","80","0.1826","0.822","9.04","39.84","5447.79","0.64","4.7","0.693","12.72","-0.348","[1 8]","0.1008","6.9E-8","15.9656","0.038","0.1122","2599.92","0.4008","27.4476","0.0384","0.5511","1.056","0.825","28.278","0.1199","23500000","0.735","0.444","26.1459","0.051","0.0264","0.0964","0.04563","0.6688","0.2052","0.67","9824.88","43010000","15280000","0.0165","0.119","0.4776","145.2","245.7","49.5","0.198","4","22","21","682","85.2012","0.018","0.4016","0.5697","0.3744","20.72887801204819","1.7655172413793085","10.997674418604657","356.625","0.3793103448275862","5.117647058823529","2.90990990990991"
"1542","15937","0.75","140","0.0099","0.913","80","0.1494","0.822","9.04","39.84","5447.79","0.64","4.7","0.693","12.72","-0.348","[1 8]","0.1008","6.9E-8","15.9656","0.038","0.1122","2599.92","0.4008","27.4476","0.0384","0.5511","1.056","0.825","28.278","0.1199","23500000","0.735","0.444","26.1459","0.051","0.0264","0.0964","0.04563","0.6688","0.2052","0.67","9824.88","43010000","15280000","0.0165","0.119","0.4776","145.2","245.7","49.5","0.198","4","22","21","682","85.2012","0.018","0.4016","0.5697","0.3744","20.07896995708153","1.6266666666666667","10.583333333333334","340.6666666666667","0.42857142857142855","5","2.864864864864865"
"1543","15937","0.75","140","0.0099","0.913","80","0.1494","0.822","9.04","33.2","5447.79","0.64","4.7","0.693","12.72","-0.348","[1 8]","0.1008","6.9E-8","15.9656","0.038","0.1122","2599.92","0.4008","27.4476","0.0384","0.5511","1.056","0.825","28.278","0.1199","23500000","0.735","0.444","26.1459","0.051","0.0264","0.0964","0.04563","0.6688","0.2052","0.67","9824.88","43010000","15280000","0.0165","0.119","0.4776","145.2","245.7","49.5","0.198","4","22","21","682","85.2012","0.018","0.4016","0.5697","0.3744","20.557490118577103","1.7131313131313124","10.31641025641025","358.3333333333333","0.36363636363636365","4.5","9.63963963963964"
"1544","15937","0.75","140","0.0099","0.913","80","0.1494","0.822","9.04","33.2","5447.79","0.64","3.76","0.693","12.72","-0.348","[1 8]","0.1008","6.9E-8","15.9656","0.038","0.1122","2599.92","0.4008","27.4476","0.0384","0.5511","1.056","0.825","28.278","0.1199","23500000","0.735","0.444","26.1459","0.051","0.0264","0.0964","0.04563","0.6688","0.2052","0.67","9824.88","43010000","15280000","0.0165","0.119","0.4776","145.2","245.7","49.5","0.198","4","22","21","682","85.2012","0.018","0.4016","0.5697","0.3744","22.190382293762582","1.8342857142857156","11.153030303030315","363.6666666666667","0.35294117647058826","3.888888888888889","2.954954954954955"
"1545","15937","0.75","140","0.0099","0.913","80","0.1494","0.822","9.04","33.2","5447.79","0.64","3.76","0.693","12.72","-0.348","[1 8]","0.1008","6.9E-8","19.957","0.038","0.1122","2599.92","0.4008","27.4476","0.0384","0.5511","1.056","0.825","28.278","0.1199","23500000","0.735","0.444","26.1459","0.051","0.0264","0.0964","0.04563","0.6688","0.2052","0.67","9824.88","43010000","15280000","0.0165","0.119","0.4776","145.2","245.7","49.5","0.198","4","22","21","682","85.2012","0.018","0.4016","0.5697","0.3744","20.846590281612414","2.1050955414012766","10.941600000000005","349.64102564102564","0.10526315789473684","4.243243243243243","14.297297297297296"
"1547","15937","0.75","140","0.0099","0.913","80","0.1494","0.822","9.04","33.2","5447.79","0.64","3.76","0.693","12.72","-0.348","[1 8]","0.1008","6.9E-8","19.957","0.038","0.1122","2599.92","0.4008","27.4476","0.0384","0.4509","1.056","0.825","28.278","0.1199","23500000","0.735","0.444","26.1459","0.051","0.0264","0.0964","0.05577","0.6688","0.2052","0.67","9824.88","43010000","15280000","0.0165","0.119","0.4776","145.2","245.7","49.5","0.198","4","22","21","682","85.2012","0.018","0.4016","0.5697","0.3744","21.054445260837554","2.094392523364489","10.752238805970167","350.22222222222223","0.3220338983050847","3.8214285714285716","13.666666666666666"
"1546","15937","0.75","140","0.0099","0.913","80","0.1494","0.822","9.04","33.2","5447.79","0.64","3.76","0.693","12.72","-0.348","[1 8]","0.1008","6.9E-8","19.957","0.038","0.1122","2599.92","0.4008","27.4476","0.0384","0.4509","1.056","0.825","28.278","0.1199","23500000","0.735","0.444","26.1459","0.051","0.0264","0.0964","0.04563","0.6688","0.2052","0.67","9824.88","43010000","15280000","0.0165","0.119","0.4776","145.2","245.7","49.5","0.198","4","22","21","682","85.2012","0.018","0.4016","0.5697","0.3744","20.788214656964612","2.110840108401092","10.781144781144762","354.5","0.2","4.241379310344827","19.98198198198198"
"1549","15937","0.75","140","0.0121","0.913","80","0.1494","0.822","9.04","33.2","5447.79","0.64","3.76","0.693","12.72","-0.348","[1 8]","0.1008","6.9E-8","19.957","0.038","0.1122","2599.92","0.4008","27.4476","0.0384","0.4509","1.056","0.825","28.278","0.1199","23500000","0.735","0.444","26.1459","0.051","0.0264","0.0964","0.05577","0.6688","0.2052","0.67","9824.88","43010000","15280000","0.0165","0.119","0.4776","145.2","245.7","49.5","0.198","4","22","21","682","85.2012","0.018","0.4016","0.6963","0.3744","21.984135883905008","2.226760563380281","11.51","348.1","0.4","3.55","6.873873873873874"
"1548","15937","0.75","140","0.0099","0.913","80","0.1494","0.822","9.04","33.2","5447.79","0.64","3.76","0.693","12.72","-0.348","[1 8]","0.1008","6.9E-8","19.957","0.038","0.1122","2599.92","0.4008","27.4476","0.0384","0.4509","1.056","0.825","28.278","0.1199","23500000","0.735","0.444","26.1459","0.051","0.0264","0.0964","0.05577","0.6688","0.2052","0.67","9824.88","43010000","15280000","0.0165","0.119","0.4776","145.2","245.7","49.5","0.198","4","22","21","682","85.2012","0.018","0.4016","0.6963","0.3744","20.771913301509507","2.1150470219435755","10.779668049792518","361.6842105263158","0.125","4.557142857142857","15.936936936936936"
"1554","15937","0.75","140","0.0121","0.913","80","0.1494","0.822","9.04","33.2","5447.79","0.512","3.76","0.693","12.72","-0.348","[1 8]","0.1008","6.9E-8","19.957","0.038","0.1122","2599.92","0.4008","27.4476","0.0384","0.4509","1.056","0.825","28.278","0.1199","23500000","0.735","0.444","26.1459","0.051","0.0264","0.11568","0.05577","0.6688","0.2052","0.536","9824.88","43010000","15280000","0.0135","0.119","0.4776","145.2","245.7","49.5","0.198","4","22","21","682","85.2012","0.018","0.502","0.6963","0.3744","21.532345115925512","2.049632352941176","12.708588957055193","351.25","0.2608695652173913","4.945454545454545","8.297297297297296"
"1550","15937","0.75","140","0.0121","0.913","80","0.1494","0.822","9.04","33.2","5447.79","0.64","3.76","0.693","12.72","-0.348","[1 8]","0.1008","6.9E-8","19.957","0.038","0.1122","2599.92","0.4008","27.4476","0.0384","0.4509","1.056","0.825","28.278","0.1199","23500000","0.735","0.444","26.1459","0.051","0.0264","0.0964","0.05577","0.6688","0.2052","0.536","9824.88","43010000","15280000","0.0165","0.119","0.4776","145.2","245.7","49.5","0.198","4","22","21","682","85.2012","0.018","0.4016","0.6963","0.3744","21.20067359287588","2.144660194174757","11.111538461538471","354.6969696969697","0.2727272727272727","4.414285714285715","16.117117117117118"
"1552","15937","0.75","140","0.0121","0.913","80","0.1494","0.822","9.04","33.2","5447.79","0.64","3.76","0.693","12.72","-0.348","[1 8]","0.1008","6.9E-8","19.957","0.038","0.1122","2599.92","0.4008","27.4476","0.0384","0.4509","1.056","0.825","28.278","0.1199","23500000","0.735","0.444","26.1459","0.051","0.0264","0.11568","0.05577","0.6688","0.2052","0.536","9824.88","43010000","15280000","0.0135","0.119","0.4776","145.2","245.7","49.5","0.198","4","22","21","682","85.2012","0.018","0.4016","0.6963","0.3744","23.058878881570166","2.08731884057971","12.361722488038284","357.15625","0.20238095238095238","4.451612903225806","16.027027027027028"
"1551","15937","0.75","140","0.0121","0.913","80","0.1494","0.822","9.04","33.2","5447.79","0.64","3.76","0.693","12.72","-0.348","[1 8]","0.1008","6.9E-8","19.957","0.038","0.1122","2599.92","0.4008","27.4476","0.0384","0.4509","1.056","0.825","28.278","0.1199","23500000","0.735","0.444","26.1459","0.051","0.0264","0.0964","0.05577","0.6688","0.2052","0.536","9824.88","43010000","15280000","0.0135","0.119","0.4776","145.2","245.7","49.5","0.198","4","22","21","682","85.2012","0.018","0.4016","0.6963","0.3744","21.801380175658807","2.062011173184359","10.703915662650592","354.8955223880597","0.11764705882352941","4.629310344827586","14.36036036036036"
