"","perc-resource-cells","max-resources-base","r-growth-ts","fragmentation-level","n-animals","speed-mean","speed-max","HR-r-min","HR-r-max","B0","gamma","intercept-pcot","slope-pcot","intercept-icot","slope-icot","n-emb-mid","emb-growth-c","emb-mass-init","emb-mass-inf","percent-fat-emb","percent-pro-emb","ED-pl","DE-pl","preg-prob-const*","preg-prob-mid*","off-BMR-red","off-growth-eff","milk-prod-eff","lact-prob-const*","lact-prob-mid*","ED-pro","DE-fat","DE-pro","growth-lm-prob-const*","growth-lm-prob-mid*","growth-lm-inf","growth-lm-k","stomach-fill-perc","AE-food","HIF","DM-food","ED-food","ED-fat","EC-pro","gamma-mobilize","perc-water-adi","max-SL","t-mating-start","t-mating-end","t-mature","prob-ovul","t-0","t-gest","t-nurs","t-max-age","surv-prob-const*","surv-prob-mid*","surv-mod-emb*","surv-mod-off*","winter-surv-mid"
"1448",0.75,140,0.011,0.83,100,0.1328,0.822,13.56,33.2,6053.1,0.768,5.17,0.756,12.72,-0.348,4.95,0.1232,7.59e-08,19.957,0.0456,0.0918,3574.89,0.4509,22.873,0.0576,0.5511,0.88,0.7425,28.278,0.0872,21.15,0.735,0.5328,26.1459,0.0408,0.02376,0.08676,0.06084,0.7524,0.2508,0.536,11052.99,39.1,15.28,0.0165,0.0952,0.4378,145.2,273,49.5,0.242,4.4,20,18.9,496,94.668,0.0162,0.4518,0.633,0.4576
"1449",0.75,140,0.011,0.83,100,0.1328,0.822,13.56,33.2,6053.1,0.768,5.17,0.756,12.72,-0.348,4.95,0.1232,7.59e-08,19.957,0.0456,0.0918,3574.89,0.4509,22.873,0.0576,0.5511,0.88,0.7425,28.278,0.0872,21.15,0.735,0.5328,26.1459,0.0408,0.02376,0.08676,0.06084,0.7524,0.2508,0.536,11052.99,39.1,19.1,0.0165,0.0952,0.4378,145.2,273,49.5,0.242,4.4,20,18.9,496,94.668,0.0162,0.4518,0.633,0.4576
"1450",0.75,140,0.011,0.83,100,0.1328,0.6576,13.56,33.2,6053.1,0.768,5.17,0.756,12.72,-0.348,4.95,0.1232,7.59e-08,19.957,0.0456,0.0918,3574.89,0.4509,22.873,0.0576,0.5511,0.88,0.7425,28.278,0.0872,21.15,0.735,0.5328,26.1459,0.0408,0.02376,0.08676,0.06084,0.7524,0.2508,0.536,11052.99,39.1,19.1,0.0165,0.0952,0.4378,145.2,273,49.5,0.242,4.4,20,18.9,496,94.668,0.0162,0.4518,0.633,0.4576
"1451",0.75,140,0.011,0.83,100,0.1328,0.6576,13.56,33.2,6053.1,0.768,5.17,0.756,12.72,-0.348,4.95,0.1232,7.59e-08,19.957,0.0456,0.0918,3574.89,0.4509,22.873,0.0576,0.4509,0.88,0.7425,28.278,0.0872,21.15,0.735,0.5328,26.1459,0.0408,0.02376,0.08676,0.06084,0.7524,0.2508,0.536,11052.99,39.1,19.1,0.0165,0.0952,0.4378,145.2,273,49.5,0.242,4.4,20,18.9,496,94.668,0.0162,0.4518,0.633,0.4576
"1452",0.75,140,0.011,0.83,100,0.1328,0.6576,13.56,33.2,6053.1,0.768,5.17,0.756,12.72,-0.348,4.95,0.1232,7.59e-08,19.957,0.0456,0.0918,3574.89,0.4509,22.873,0.0576,0.4509,0.88,0.9075,28.278,0.0872,21.15,0.735,0.5328,26.1459,0.0408,0.02376,0.08676,0.06084,0.7524,0.2508,0.536,11052.99,39.1,19.1,0.0165,0.0952,0.4378,145.2,273,49.5,0.242,4.4,20,18.9,496,94.668,0.0162,0.4518,0.633,0.4576
"1453",0.75,140,0.011,0.83,100,0.1328,0.6576,13.56,33.2,6053.1,0.768,5.17,0.756,12.72,-0.348,4.95,0.1232,7.59e-08,19.957,0.0456,0.0918,3574.89,0.4509,22.873,0.0576,0.4509,0.88,0.9075,28.278,0.0872,21.15,0.735,0.5328,26.1459,0.0408,0.02904,0.08676,0.06084,0.7524,0.2508,0.536,11052.99,39.1,19.1,0.0165,0.0952,0.4378,145.2,273,49.5,0.242,4.4,20,18.9,496,94.668,0.0162,0.4518,0.633,0.4576
"1454",0.75,140,0.011,0.83,100,0.1328,0.6576,13.56,33.2,6053.1,0.768,4.23,0.756,12.72,-0.348,4.95,0.1232,7.59e-08,19.957,0.0456,0.0918,3574.89,0.4509,22.873,0.0576,0.4509,0.88,0.9075,28.278,0.0872,21.15,0.735,0.5328,26.1459,0.0408,0.02904,0.08676,0.06084,0.7524,0.2508,0.536,11052.99,39.1,19.1,0.0165,0.0952,0.4378,145.2,273,49.5,0.242,4.4,20,18.9,496,94.668,0.0162,0.4518,0.633,0.4576
"1455",0.75,140,0.011,0.83,100,0.1328,0.6576,13.56,33.2,6053.1,0.768,4.23,0.756,12.72,-0.348,4.95,0.1232,7.59e-08,19.957,0.0456,0.0918,3574.89,0.4509,22.873,0.0576,0.4509,0.88,0.9075,28.278,0.0872,21.15,0.735,0.5328,26.1459,0.0408,0.02904,0.08676,0.06084,0.7524,0.2052,0.536,11052.99,39.1,19.1,0.0165,0.0952,0.4378,145.2,273,49.5,0.242,4.4,20,18.9,496,94.668,0.0162,0.4518,0.633,0.4576
"1456",0.75,140,0.011,0.83,100,0.1328,0.6576,13.56,33.2,6053.1,0.768,4.23,0.756,12.72,-0.348,4.95,0.1232,7.59e-08,19.957,0.0456,0.0918,3574.89,0.4509,22.873,0.0576,0.4509,0.88,0.9075,28.278,0.0872,21.15,0.735,0.5328,26.1459,0.0408,0.02904,0.08676,0.06084,0.7524,0.2052,0.536,11052.99,46.92,19.1,0.0165,0.0952,0.4378,145.2,273,49.5,0.242,4.4,20,18.9,496,94.668,0.0162,0.4518,0.633,0.4576
"1457",0.75,140,0.011,0.83,100,0.1328,0.6576,13.56,33.2,6053.1,0.768,4.23,0.756,12.72,-0.348,4.95,0.1232,7.59e-08,19.957,0.0456,0.0918,3574.89,0.4509,22.873,0.0576,0.4509,0.88,0.9075,28.278,0.0872,21.15,0.735,0.5328,26.1459,0.051,0.02904,0.08676,0.06084,0.7524,0.2052,0.536,11052.99,46.92,19.1,0.0165,0.0952,0.4378,145.2,273,49.5,0.242,4.4,20,18.9,496,94.668,0.0162,0.4518,0.633,0.4576
"1458",0.75,140,0.011,0.83,100,0.1328,0.6576,13.56,33.2,6053.1,0.768,4.23,0.756,12.72,-0.348,4.95,0.1232,7.59e-08,19.957,0.0456,0.0918,3574.89,0.4509,22.873,0.0576,0.4509,0.88,0.9075,28.278,0.0872,21.15,0.735,0.5328,26.1459,0.051,0.02904,0.08676,0.06084,0.7524,0.2052,0.536,11052.99,46.92,19.1,0.0165,0.0952,0.4378,145.2,273,49.5,0.242,3.6,20,18.9,496,94.668,0.0162,0.4518,0.633,0.4576
"1459",0.75,140,0.0088,0.83,100,0.1328,0.6576,13.56,33.2,6053.1,0.768,4.23,0.756,12.72,-0.348,4.95,0.1232,7.59e-08,19.957,0.0456,0.0918,3574.89,0.4509,22.873,0.0576,0.4509,0.88,0.9075,28.278,0.0872,21.15,0.735,0.5328,26.1459,0.051,0.02904,0.08676,0.06084,0.7524,0.2052,0.536,11052.99,46.92,19.1,0.0165,0.0952,0.4378,145.2,273,49.5,0.242,3.6,20,18.9,496,94.668,0.0162,0.4518,0.633,0.4576
"1460",0.75,140,0.0088,0.83,100,0.1328,0.6576,13.56,33.2,6053.1,0.768,4.23,0.756,12.72,-0.348,4.95,0.1232,7.59e-08,19.957,0.0456,0.0918,3574.89,0.5511,22.873,0.0576,0.4509,0.88,0.9075,28.278,0.0872,21.15,0.735,0.5328,26.1459,0.051,0.02904,0.08676,0.06084,0.7524,0.2052,0.536,11052.99,46.92,19.1,0.0165,0.0952,0.4378,145.2,273,49.5,0.242,3.6,20,18.9,496,94.668,0.0162,0.4518,0.633,0.4576
"1461",0.75,140,0.0088,0.83,80,0.1328,0.6576,13.56,33.2,6053.1,0.768,4.23,0.756,12.72,-0.348,4.95,0.1232,7.59e-08,19.957,0.0456,0.0918,3574.89,0.5511,22.873,0.0576,0.4509,0.88,0.9075,28.278,0.0872,21.15,0.735,0.5328,26.1459,0.051,0.02904,0.08676,0.06084,0.7524,0.2052,0.536,11052.99,46.92,19.1,0.0165,0.0952,0.4378,145.2,273,49.5,0.242,3.6,20,18.9,496,94.668,0.0162,0.4518,0.633,0.4576
"1462",0.75,140,0.0088,0.83,80,0.1328,0.6576,13.56,33.2,6053.1,0.768,4.23,0.756,12.72,-0.348,4.95,0.1232,7.59e-08,19.957,0.0456,0.0918,3574.89,0.5511,22.873,0.0576,0.4509,0.88,0.9075,28.278,0.0872,21.15,0.735,0.5328,26.1459,0.051,0.02904,0.08676,0.06084,0.7524,0.2052,0.536,11052.99,46.92,19.1,0.0165,0.0952,0.4378,145.2,273,49.5,0.242,3.6,20,18.9,496,113.6016,0.0162,0.4518,0.633,0.4576
"1463",0.75,140,0.0088,0.83,80,0.1328,0.6576,13.56,33.2,6053.1,0.768,4.23,0.756,12.72,-0.348,4.95,0.1232,7.59e-08,19.957,0.0456,0.0918,3574.89,0.5511,22.873,0.0576,0.4509,0.88,0.9075,28.278,0.0872,21.15,0.735,0.5328,26.1459,0.051,0.02904,0.08676,0.06084,0.7524,0.2052,0.536,11052.99,46.92,19.1,0.0165,0.0952,0.4378,145.2,273,49.5,0.242,3.6,20,18.9,496,113.6016,0.0162,0.5522,0.633,0.4576
"1464",0.75,140,0.0088,0.83,80,0.1328,0.6576,13.56,33.2,6053.1,0.768,4.23,0.63,12.72,-0.348,4.95,0.1232,7.59e-08,19.957,0.0456,0.0918,3574.89,0.5511,22.873,0.0576,0.4509,0.88,0.9075,28.278,0.0872,21.15,0.735,0.5328,26.1459,0.051,0.02904,0.08676,0.06084,0.7524,0.2052,0.536,11052.99,46.92,19.1,0.0165,0.0952,0.4378,145.2,273,49.5,0.242,3.6,20,18.9,496,113.6016,0.0162,0.5522,0.633,0.4576
"1465",0.9,126,0.011,0.83,110,0.1992,0.822,13.56,33.2,5447.79,0.704,3.76,0.63,11.66,-0.348,6.6,0.1344,8.28e-08,21.9527,0.0304,0.102,2599.92,0.6012,25.1603,0.0384,0.6012,0.704,0.825,22.6224,0.109,21.15,0.588,0.444,29.051,0.0561,0.02376,0.11568,0.0507,0.836,0.2736,0.67,11052.99,39.1,19.1,0.012,0.119,0.3582,121,218.4,40.5,0.264,3.6,16,23.1,620,94.668,0.018,0.4016,0.7596,0.4576
"1466",0.9,126,0.011,0.83,110,0.1992,0.822,13.56,33.2,5447.79,0.704,3.76,0.63,11.66,-0.348,6.6,0.1344,8.28e-08,21.9527,0.0304,0.102,2599.92,0.6012,25.1603,0.0384,0.6012,0.704,0.825,28.278,0.109,21.15,0.588,0.444,29.051,0.0561,0.02376,0.11568,0.0507,0.836,0.2736,0.67,11052.99,39.1,19.1,0.012,0.119,0.3582,121,218.4,40.5,0.264,3.6,16,23.1,620,94.668,0.018,0.4016,0.7596,0.4576
"1467",0.9,126,0.011,0.83,110,0.1992,0.822,13.56,33.2,5447.79,0.704,3.76,0.63,11.66,-0.348,6.6,0.1344,8.28e-08,21.9527,0.0304,0.102,2599.92,0.6012,25.1603,0.0384,0.6012,0.704,0.825,28.278,0.109,21.15,0.588,0.444,29.051,0.0561,0.02376,0.11568,0.0507,0.836,0.2736,0.67,11052.99,39.1,19.1,0.012,0.119,0.3582,121,218.4,40.5,0.264,3.6,16,23.1,620,94.668,0.0216,0.4016,0.7596,0.4576
"1468",0.9,126,0.011,0.83,110,0.1992,0.822,13.56,33.2,5447.79,0.704,3.76,0.63,11.66,-0.348,6.6,0.1344,8.28e-08,21.9527,0.0304,0.102,2599.92,0.6012,25.1603,0.0384,0.6012,0.704,0.825,28.278,0.109,21.15,0.588,0.444,29.051,0.0561,0.02376,0.11568,0.0507,0.836,0.2736,0.67,11052.99,39.1,19.1,0.012,0.119,0.3582,121,218.4,40.5,0.264,3.6,16,23.1,620,75.7344,0.0216,0.4016,0.7596,0.4576
"1469",0.9,126,0.011,0.83,110,0.1992,0.822,13.56,33.2,5447.79,0.704,3.76,0.63,11.66,-0.348,6.6,0.1344,8.28e-08,17.9613,0.0304,0.102,2599.92,0.6012,25.1603,0.0384,0.6012,0.704,0.825,28.278,0.109,21.15,0.588,0.444,29.051,0.0561,0.02376,0.11568,0.0507,0.836,0.2736,0.67,11052.99,39.1,19.1,0.012,0.119,0.3582,121,218.4,40.5,0.264,3.6,16,23.1,620,75.7344,0.0216,0.4016,0.7596,0.4576
"1470",0.9,126,0.011,0.83,110,0.1992,0.822,13.56,33.2,5447.79,0.704,3.76,0.63,11.66,-0.348,6.6,0.112,8.28e-08,17.9613,0.0304,0.102,2599.92,0.6012,25.1603,0.0384,0.6012,0.704,0.825,28.278,0.109,21.15,0.588,0.444,29.051,0.0561,0.02376,0.11568,0.0507,0.836,0.2736,0.67,11052.99,39.1,19.1,0.012,0.119,0.3582,121,218.4,40.5,0.264,3.6,16,23.1,620,75.7344,0.0216,0.4016,0.7596,0.4576
"1471",0.9,126,0.011,0.83,110,0.1992,0.822,13.56,33.2,5447.79,0.704,4.7,0.63,11.66,-0.348,6.6,0.112,8.28e-08,17.9613,0.0304,0.102,2599.92,0.6012,25.1603,0.0384,0.6012,0.704,0.825,28.278,0.109,21.15,0.588,0.444,29.051,0.0561,0.02376,0.11568,0.0507,0.836,0.2736,0.67,11052.99,39.1,19.1,0.012,0.119,0.3582,121,218.4,40.5,0.264,3.6,16,23.1,620,75.7344,0.0216,0.4016,0.7596,0.4576
"1472",0.9,126,0.011,0.83,110,0.1992,0.822,13.56,33.2,5447.79,0.704,4.7,0.63,11.66,-0.348,6.6,0.112,8.28e-08,17.9613,0.038,0.102,2599.92,0.6012,25.1603,0.0384,0.6012,0.704,0.825,28.278,0.109,21.15,0.588,0.444,29.051,0.0561,0.02376,0.11568,0.0507,0.836,0.2736,0.67,11052.99,39.1,19.1,0.012,0.119,0.3582,121,218.4,40.5,0.264,3.6,16,23.1,620,75.7344,0.0216,0.4016,0.7596,0.4576
"1473",0.9,126,0.011,0.83,110,0.1992,0.822,13.56,33.2,5447.79,0.704,4.7,0.63,11.66,-0.348,6.6,0.112,8.28e-08,17.9613,0.038,0.102,2599.92,0.6012,25.1603,0.0384,0.6012,0.704,0.825,28.278,0.109,21.15,0.588,0.444,29.051,0.0561,0.02376,0.11568,0.0507,0.836,0.2736,0.67,11052.99,39.1,19.1,0.012,0.119,0.3582,121,218.4,40.5,0.264,3.6,20,23.1,620,75.7344,0.0216,0.4016,0.7596,0.4576
"1474",0.9,126,0.011,0.83,90,0.1992,0.822,13.56,33.2,5447.79,0.704,4.7,0.63,11.66,-0.348,6.6,0.112,8.28e-08,17.9613,0.038,0.102,2599.92,0.6012,25.1603,0.0384,0.6012,0.704,0.825,28.278,0.109,21.15,0.588,0.444,29.051,0.0561,0.02376,0.11568,0.0507,0.836,0.2736,0.67,11052.99,39.1,19.1,0.012,0.119,0.3582,121,218.4,40.5,0.264,3.6,20,23.1,620,75.7344,0.0216,0.4016,0.7596,0.4576
"1475",0.9,126,0.011,0.664,90,0.1992,0.822,13.56,33.2,5447.79,0.704,4.7,0.63,11.66,-0.348,6.6,0.112,8.28e-08,17.9613,0.038,0.102,2599.92,0.6012,25.1603,0.0384,0.6012,0.704,0.825,28.278,0.109,21.15,0.588,0.444,29.051,0.0561,0.02376,0.11568,0.0507,0.836,0.2736,0.67,11052.99,39.1,19.1,0.012,0.119,0.3582,121,218.4,40.5,0.264,3.6,20,23.1,620,75.7344,0.0216,0.4016,0.7596,0.4576
"1476",0.9,126,0.011,0.664,90,0.1992,0.822,13.56,33.2,5447.79,0.704,4.7,0.63,11.66,-0.348,6.6,0.112,8.28e-08,17.9613,0.038,0.102,2599.92,0.6012,25.1603,0.0384,0.6012,0.704,0.825,28.278,0.109,21.15,0.588,0.444,29.051,0.0561,0.02376,0.11568,0.0507,0.836,0.2736,0.67,11052.99,39.1,19.1,0.012,0.119,0.3582,121,218.4,40.5,0.264,3.6,20,23.1,620,75.7344,0.0216,0.4016,0.7596,0.3744
"1477",0.9,126,0.011,0.664,90,0.166,0.822,13.56,33.2,5447.79,0.704,4.7,0.63,11.66,-0.348,6.6,0.112,8.28e-08,17.9613,0.038,0.102,2599.92,0.6012,25.1603,0.0384,0.6012,0.704,0.825,28.278,0.109,21.15,0.588,0.444,29.051,0.0561,0.02376,0.11568,0.0507,0.836,0.2736,0.67,11052.99,39.1,19.1,0.012,0.119,0.3582,121,218.4,40.5,0.264,3.6,20,23.1,620,75.7344,0.0216,0.4016,0.7596,0.3744
"1478",0.9,126,0.011,0.664,90,0.166,0.9864,13.56,33.2,5447.79,0.704,4.7,0.63,11.66,-0.348,6.6,0.112,8.28e-08,17.9613,0.038,0.102,2599.92,0.6012,25.1603,0.0384,0.6012,0.704,0.825,28.278,0.109,21.15,0.588,0.444,29.051,0.0561,0.02376,0.11568,0.0507,0.836,0.2736,0.67,11052.99,39.1,19.1,0.012,0.119,0.3582,121,218.4,40.5,0.264,3.6,20,23.1,620,75.7344,0.0216,0.4016,0.7596,0.3744
"1479",0.9,126,0.011,0.664,90,0.166,0.9864,13.56,26.56,5447.79,0.704,4.7,0.63,11.66,-0.348,6.6,0.112,8.28e-08,17.9613,0.038,0.102,2599.92,0.6012,25.1603,0.0384,0.6012,0.704,0.825,28.278,0.109,21.15,0.588,0.444,29.051,0.0561,0.02376,0.11568,0.0507,0.836,0.2736,0.67,11052.99,39.1,19.1,0.012,0.119,0.3582,121,218.4,40.5,0.264,3.6,20,23.1,620,75.7344,0.0216,0.4016,0.7596,0.3744
"1480",0.9,126,0.011,0.664,90,0.166,0.9864,13.56,26.56,5447.79,0.704,4.7,0.63,11.66,-0.348,6.6,0.112,8.28e-08,17.9613,0.038,0.102,2599.92,0.6012,25.1603,0.0384,0.6012,0.704,0.825,28.278,0.1308,21.15,0.588,0.444,29.051,0.0561,0.02376,0.11568,0.0507,0.836,0.2736,0.67,11052.99,39.1,19.1,0.012,0.119,0.3582,121,218.4,40.5,0.264,3.6,20,23.1,620,75.7344,0.0216,0.4016,0.7596,0.3744
"1481",0.75,126,0.011,0.664,90,0.166,0.9864,13.56,26.56,5447.79,0.704,4.7,0.63,11.66,-0.348,6.6,0.112,8.28e-08,17.9613,0.038,0.102,2599.92,0.6012,25.1603,0.0384,0.6012,0.704,0.825,28.278,0.1308,21.15,0.588,0.444,29.051,0.0561,0.02376,0.11568,0.0507,0.836,0.2736,0.67,11052.99,39.1,19.1,0.012,0.119,0.3582,121,218.4,40.5,0.264,3.6,20,23.1,620,75.7344,0.0216,0.4016,0.7596,0.3744
"1482",0.75,126,0.011,0.664,90,0.166,0.9864,13.56,26.56,5447.79,0.704,4.7,0.63,11.66,-0.348,6.6,0.112,8.28e-08,17.9613,0.038,0.102,2599.92,0.6012,25.1603,0.0384,0.6012,0.704,0.825,28.278,0.1308,21.15,0.588,0.444,29.051,0.0561,0.02376,0.11568,0.0507,0.836,0.2736,0.536,11052.99,39.1,19.1,0.012,0.119,0.3582,121,218.4,40.5,0.264,3.6,20,23.1,620,75.7344,0.0216,0.4016,0.7596,0.3744
"1483",0.75,126,0.011,0.664,90,0.166,0.9864,13.56,26.56,5447.79,0.704,4.7,0.63,11.66,-0.348,6.6,0.112,6.9e-08,17.9613,0.038,0.102,2599.92,0.6012,25.1603,0.0384,0.6012,0.704,0.825,28.278,0.1308,21.15,0.588,0.444,29.051,0.0561,0.02376,0.11568,0.0507,0.836,0.2736,0.536,11052.99,39.1,19.1,0.012,0.119,0.3582,121,218.4,40.5,0.264,3.6,20,23.1,620,75.7344,0.0216,0.4016,0.7596,0.3744
"1484",0.75,126,0.011,0.664,90,0.166,0.9864,11.3,26.56,5447.79,0.704,4.7,0.63,11.66,-0.348,6.6,0.112,6.9e-08,17.9613,0.038,0.102,2599.92,0.6012,25.1603,0.0384,0.6012,0.704,0.825,28.278,0.1308,21.15,0.588,0.444,29.051,0.0561,0.02376,0.11568,0.0507,0.836,0.2736,0.536,11052.99,39.1,19.1,0.012,0.119,0.3582,121,218.4,40.5,0.264,3.6,20,23.1,620,75.7344,0.0216,0.4016,0.7596,0.3744
"1485",0.75,126,0.011,0.664,90,0.166,0.9864,11.3,26.56,5447.79,0.704,4.7,0.63,11.66,-0.348,6.6,0.112,6.9e-08,17.9613,0.038,0.102,2599.92,0.6012,25.1603,0.0384,0.6012,0.704,0.825,28.278,0.1308,21.15,0.588,0.444,29.051,0.0561,0.02376,0.11568,0.0507,0.836,0.2736,0.536,11052.99,39.1,19.1,0.012,0.1428,0.3582,121,218.4,40.5,0.264,3.6,20,23.1,620,75.7344,0.0216,0.4016,0.7596,0.3744
"1486",0.75,126,0.011,0.664,90,0.166,0.9864,11.3,26.56,5447.79,0.704,4.7,0.63,11.66,-0.348,6.6,0.112,6.9e-08,17.9613,0.038,0.102,2599.92,0.6012,25.1603,0.0384,0.6012,0.704,0.825,28.278,0.1308,21.15,0.588,0.444,29.051,0.0561,0.02376,0.11568,0.06084,0.836,0.2736,0.536,11052.99,39.1,19.1,0.012,0.1428,0.3582,121,218.4,40.5,0.264,3.6,20,23.1,620,75.7344,0.0216,0.4016,0.7596,0.3744
"1487",0.75,126,0.011,0.664,90,0.166,0.9864,11.3,26.56,5447.79,0.704,4.7,0.63,11.66,-0.348,6.6,0.112,6.9e-08,17.9613,0.038,0.102,2599.92,0.6012,25.1603,0.0384,0.6012,0.704,0.825,28.278,0.1308,21.15,0.588,0.444,29.051,0.0561,0.02376,0.11568,0.06084,0.836,0.2736,0.536,11052.99,39.1,19.1,0.012,0.1428,0.4378,121,218.4,40.5,0.264,3.6,20,23.1,620,75.7344,0.0216,0.4016,0.7596,0.3744
"1488",0.75,126,0.011,0.664,90,0.166,0.9864,11.3,26.56,5447.79,0.704,4.7,0.63,11.66,-0.348,6.6,0.112,6.9e-08,17.9613,0.038,0.102,2599.92,0.6012,25.1603,0.048,0.6012,0.704,0.825,28.278,0.1308,21.15,0.588,0.444,29.051,0.0561,0.02376,0.11568,0.06084,0.836,0.2736,0.536,11052.99,39.1,19.1,0.012,0.1428,0.4378,121,218.4,40.5,0.264,3.6,20,23.1,620,75.7344,0.0216,0.4016,0.7596,0.3744
"1489",0.75,126,0.011,0.664,90,0.166,0.9864,11.3,26.56,5447.79,0.704,4.7,0.63,11.66,-0.348,6.6,0.112,6.9e-08,17.9613,0.038,0.102,2599.92,0.6012,25.1603,0.048,0.6012,0.88,0.825,28.278,0.1308,21.15,0.588,0.444,29.051,0.0561,0.02376,0.11568,0.06084,0.836,0.2736,0.536,11052.99,39.1,19.1,0.012,0.1428,0.4378,121,218.4,40.5,0.264,3.6,20,23.1,620,75.7344,0.0216,0.4016,0.7596,0.3744
"1490",0.75,126,0.011,0.664,90,0.166,0.9864,11.3,26.56,5447.79,0.704,4.7,0.63,11.66,-0.348,6.6,0.112,6.9e-08,17.9613,0.038,0.102,2599.92,0.6012,25.1603,0.048,0.501,0.88,0.825,28.278,0.1308,21.15,0.588,0.444,29.051,0.0561,0.02376,0.11568,0.06084,0.836,0.2736,0.536,11052.99,39.1,19.1,0.012,0.1428,0.4378,121,218.4,40.5,0.264,3.6,20,23.1,620,75.7344,0.0216,0.4016,0.7596,0.3744
"1491",0.75,126,0.011,0.664,90,0.166,0.9864,11.3,26.56,5447.79,0.704,4.7,0.63,11.66,-0.348,6.6,0.112,6.9e-08,17.9613,0.038,0.102,2599.92,0.6012,25.1603,0.048,0.501,0.88,0.825,28.278,0.1308,21.15,0.588,0.444,29.051,0.0561,0.02376,0.11568,0.06084,0.836,0.2736,0.536,11052.99,39.1,19.1,0.012,0.1428,0.4378,121,218.4,49.5,0.264,3.6,20,23.1,620,75.7344,0.0216,0.4016,0.7596,0.3744
"1492",0.75,126,0.011,0.664,90,0.166,0.9864,11.3,26.56,5447.79,0.704,4.7,0.63,11.66,-0.348,6.6,0.112,6.9e-08,17.9613,0.038,0.102,2599.92,0.6012,25.1603,0.048,0.501,0.88,0.825,28.278,0.1308,21.15,0.588,0.444,29.051,0.0561,0.02376,0.11568,0.06084,0.836,0.2736,0.536,11052.99,39.1,19.1,0.012,0.1428,0.4378,121,218.4,49.5,0.264,4.4,20,23.1,620,75.7344,0.0216,0.4016,0.7596,0.3744
"1493",0.75,126,0.011,0.664,90,0.166,0.9864,11.3,26.56,5447.79,0.704,4.7,0.63,11.66,-0.348,6.6,0.112,6.9e-08,17.9613,0.038,0.102,2599.92,0.6012,25.1603,0.048,0.501,0.88,0.825,28.278,0.1308,21.15,0.588,0.444,29.051,0.0561,0.02904,0.11568,0.06084,0.836,0.2736,0.536,11052.99,39.1,19.1,0.012,0.1428,0.4378,121,218.4,49.5,0.264,4.4,20,23.1,620,75.7344,0.0216,0.4016,0.7596,0.3744
"1494",0.75,126,0.011,0.664,90,0.166,0.9864,11.3,26.56,5447.79,0.704,4.7,0.63,11.66,-0.29,6.6,0.112,6.9e-08,17.9613,0.038,0.102,2599.92,0.6012,25.1603,0.048,0.501,0.88,0.825,28.278,0.1308,21.15,0.588,0.444,29.051,0.0561,0.02904,0.11568,0.06084,0.836,0.2736,0.536,11052.99,39.1,19.1,0.012,0.1428,0.4378,121,218.4,49.5,0.264,4.4,20,23.1,620,75.7344,0.0216,0.4016,0.7596,0.3744
"1495",0.75,126,0.011,0.664,90,0.166,0.9864,11.3,26.56,5447.79,0.704,4.7,0.63,11.66,-0.29,6.6,0.112,6.9e-08,17.9613,0.038,0.102,2599.92,0.6012,25.1603,0.048,0.501,0.88,0.825,28.278,0.1308,21.15,0.588,0.444,29.051,0.0459,0.02904,0.11568,0.06084,0.836,0.2736,0.536,11052.99,39.1,19.1,0.012,0.1428,0.4378,121,218.4,49.5,0.264,4.4,20,23.1,620,75.7344,0.0216,0.4016,0.7596,0.3744
"1496",0.75,126,0.011,0.664,90,0.166,0.9864,11.3,26.56,5447.79,0.704,4.7,0.63,11.66,-0.29,6.6,0.112,6.9e-08,17.9613,0.038,0.102,2599.92,0.6012,25.1603,0.048,0.501,0.88,0.825,28.278,0.1308,21.15,0.735,0.444,29.051,0.0459,0.02904,0.11568,0.06084,0.836,0.2736,0.536,11052.99,39.1,19.1,0.012,0.1428,0.4378,121,218.4,49.5,0.264,4.4,20,23.1,620,75.7344,0.0216,0.4016,0.7596,0.3744
"1497",0.75,126,0.011,0.664,90,0.166,0.9864,11.3,26.56,5447.79,0.704,4.7,0.63,11.66,-0.29,6.6,0.112,6.9e-08,17.9613,0.038,0.102,2599.92,0.6012,25.1603,0.048,0.501,0.88,0.825,28.278,0.1308,21.15,0.735,0.444,29.051,0.0459,0.02904,0.11568,0.06084,0.836,0.2736,0.536,11052.99,39.1,19.1,0.012,0.1428,0.4378,145.2,218.4,49.5,0.264,4.4,20,23.1,620,75.7344,0.0216,0.4016,0.7596,0.3744
"1498",0.75,126,0.011,0.664,90,0.166,0.9864,11.3,26.56,5447.79,0.704,4.7,0.63,11.66,-0.29,6.6,0.112,6.9e-08,17.9613,0.038,0.102,2599.92,0.6012,25.1603,0.048,0.501,0.88,0.825,28.278,0.1308,21.15,0.735,0.444,29.051,0.0459,0.02904,0.11568,0.06084,0.836,0.2736,0.536,11052.99,39.1,22.92,0.012,0.1428,0.4378,145.2,218.4,49.5,0.264,4.4,20,23.1,620,75.7344,0.0216,0.4016,0.7596,0.3744
