"","perc-resource-cells","max-resources-base","r-growth-ts","fragmentation-level","n-animals","speed-mean","speed-max","HR-r-min","HR-r-max","B0","gamma","intercept-pcot","slope-pcot","intercept-icot","slope-icot","n-emb-mid","emb-growth-c","emb-mass-init","emb-mass-inf","percent-fat-emb","percent-pro-emb","ED-pl","DE-pl","preg-prob-const*","preg-prob-mid*","off-BMR-red","off-growth-eff","milk-prod-eff","lact-prob-const*","lact-prob-mid*","ED-pro","DE-fat","DE-pro","growth-lm-prob-const*","growth-lm-prob-mid*","growth-lm-inf","growth-lm-k","stomach-fill-perc","AE-food","HIF","DM-food","ED-food","ED-fat","EC-pro","gamma-mobilize","perc-water-adi","max-SL","t-mating-start","t-mating-end","t-mature","prob-ovul","t-0","t-gest","t-nurs","t-max-age","surv-prob-const*","surv-prob-mid*","surv-mod-emb*","surv-mod-off*","winter-surv-mid"
"850",0.6,140,0.011,0.664,120,0.1494,0.6576,13.56,33.2,5447.79,0.64,3.76,0.567,10.6,-0.319,6.05,0.1344,5.52e-08,19.957,0.0456,0.1224,3574.89,0.5511,18.2984,0.0384,0.501,0.88,0.99,25.4502,0.109,23.5,0.8085,0.444,31.9561,0.051,0.02376,0.08676,0.0507,0.836,0.228,0.67,13509.21,31.28,19.1,0.015,0.0952,0.4776,121,245.7,49.5,0.242,4.8,20,25.2,558,104.1348,0.0144,0.502,0.5064,0.416
"851",0.6,140,0.011,0.664,120,0.1494,0.6576,13.56,33.2,5447.79,0.64,3.76,0.567,10.6,-0.319,6.05,0.1344,5.52e-08,19.957,0.0456,0.1224,3574.89,0.5511,18.2984,0.0384,0.501,0.88,0.99,25.4502,0.109,23.5,0.8085,0.444,31.9561,0.051,0.02376,0.08676,0.0507,0.836,0.228,0.67,11052.99,31.28,19.1,0.015,0.0952,0.4776,121,245.7,49.5,0.242,4.8,20,25.2,558,104.1348,0.0144,0.502,0.5064,0.416
"852",0.6,140,0.011,0.664,120,0.1494,0.6576,13.56,33.2,5447.79,0.64,3.76,0.567,10.6,-0.319,6.05,0.1344,5.52e-08,19.957,0.0456,0.1224,3574.89,0.5511,18.2984,0.0384,0.6012,0.88,0.99,25.4502,0.109,23.5,0.8085,0.444,31.9561,0.051,0.02376,0.08676,0.0507,0.836,0.228,0.67,11052.99,31.28,19.1,0.015,0.0952,0.4776,121,245.7,49.5,0.242,4.8,20,25.2,558,104.1348,0.0144,0.502,0.5064,0.416
"853",0.6,140,0.011,0.664,120,0.1494,0.6576,13.56,33.2,5447.79,0.64,3.76,0.567,10.6,-0.319,6.05,0.1344,5.52e-08,19.957,0.0456,0.1224,3574.89,0.5511,18.2984,0.0384,0.6012,0.88,0.99,25.4502,0.109,23.5,0.8085,0.444,31.9561,0.051,0.02376,0.08676,0.04056,0.836,0.228,0.67,11052.99,31.28,19.1,0.015,0.0952,0.4776,121,245.7,49.5,0.242,4.8,20,25.2,558,104.1348,0.0144,0.502,0.5064,0.416
"854",0.6,140,0.011,0.664,120,0.1494,0.822,13.56,33.2,5447.79,0.64,3.76,0.567,10.6,-0.319,6.05,0.1344,5.52e-08,19.957,0.0456,0.1224,3574.89,0.5511,18.2984,0.0384,0.6012,0.88,0.99,25.4502,0.109,23.5,0.8085,0.444,31.9561,0.051,0.02376,0.08676,0.04056,0.836,0.228,0.67,11052.99,31.28,19.1,0.015,0.0952,0.4776,121,245.7,49.5,0.242,4.8,20,25.2,558,104.1348,0.0144,0.502,0.5064,0.416
"855",0.675,126,0.011,0.913,100,0.166,0.7398,9.04,33.2,6053.1,0.704,4.7,0.63,10.6,-0.29,5.5,0.112,6.9e-08,19.957,0.0418,0.102,3249.9,0.4008,25.1603,0.0432,0.5511,0.704,0.99,31.1058,0.109,21.15,0.882,0.3996,29.051,0.051,0.02904,0.07712,0.0507,0.836,0.2052,0.737,12281.1,39.1,22.92,0.015,0.1309,0.3582,121,300.3,54,0.264,4.4,20,23.1,744,104.1348,0.0198,0.502,0.5697,0.3328
"856",0.675,126,0.011,0.913,100,0.166,0.7398,9.04,33.2,6053.1,0.704,4.7,0.63,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0418,0.102,3249.9,0.4008,25.1603,0.0432,0.5511,0.704,0.99,31.1058,0.109,21.15,0.882,0.3996,29.051,0.051,0.02904,0.07712,0.0507,0.836,0.2052,0.737,12281.1,39.1,22.92,0.015,0.1309,0.3582,121,300.3,54,0.264,4.4,20,23.1,744,104.1348,0.0198,0.502,0.5697,0.3328
"857",0.675,126,0.011,0.913,100,0.1992,0.7398,9.04,33.2,6053.1,0.704,4.7,0.63,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0418,0.102,3249.9,0.4008,25.1603,0.0432,0.5511,0.704,0.99,31.1058,0.109,21.15,0.882,0.3996,29.051,0.051,0.02904,0.07712,0.0507,0.836,0.2052,0.737,12281.1,39.1,22.92,0.015,0.1309,0.3582,121,300.3,54,0.264,4.4,20,23.1,744,104.1348,0.0198,0.502,0.5697,0.3328
"858",0.675,126,0.011,0.913,100,0.1992,0.7398,9.04,33.2,6053.1,0.704,4.7,0.63,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0418,0.102,3249.9,0.4008,25.1603,0.0432,0.5511,0.704,0.99,31.1058,0.109,21.15,0.882,0.3996,29.051,0.051,0.02904,0.07712,0.0507,0.836,0.2052,0.737,12281.1,39.1,22.92,0.015,0.1309,0.3582,121,300.3,54,0.264,3.6,20,23.1,744,104.1348,0.0198,0.502,0.5697,0.3328
"859",0.675,126,0.011,0.913,100,0.1992,0.7398,9.04,33.2,6053.1,0.704,4.7,0.63,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0418,0.102,3249.9,0.501,25.1603,0.0432,0.5511,0.704,0.99,31.1058,0.109,21.15,0.882,0.3996,29.051,0.051,0.02904,0.07712,0.0507,0.836,0.2052,0.737,12281.1,39.1,22.92,0.015,0.1309,0.3582,121,300.3,54,0.264,3.6,20,23.1,744,104.1348,0.0198,0.502,0.5697,0.3328
"860",0.675,126,0.011,0.913,100,0.1992,0.7398,9.04,33.2,6053.1,0.704,4.7,0.63,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0418,0.102,3249.9,0.501,25.1603,0.0432,0.5511,0.704,0.99,31.1058,0.109,21.15,0.882,0.3996,29.051,0.051,0.02904,0.07712,0.0507,0.836,0.2052,0.737,12281.1,39.1,22.92,0.015,0.1309,0.3582,121,300.3,54,0.264,3.6,20,23.1,744,104.1348,0.0198,0.502,0.5697,0.416
"861",0.675,126,0.011,0.913,100,0.1992,0.7398,9.04,33.2,6053.1,0.704,4.7,0.63,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0418,0.0816,3249.9,0.501,25.1603,0.0432,0.5511,0.704,0.99,31.1058,0.109,21.15,0.882,0.3996,29.051,0.051,0.02904,0.07712,0.0507,0.836,0.2052,0.737,12281.1,39.1,22.92,0.015,0.1309,0.3582,121,300.3,54,0.264,3.6,20,23.1,744,104.1348,0.0198,0.502,0.5697,0.416
"862",0.675,126,0.011,0.913,100,0.1992,0.7398,9.04,33.2,6053.1,0.704,4.7,0.63,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0418,0.0816,3249.9,0.501,25.1603,0.0432,0.5511,0.704,0.99,31.1058,0.109,21.15,0.882,0.3996,29.051,0.051,0.02904,0.07712,0.0507,0.836,0.2052,0.737,12281.1,31.28,22.92,0.015,0.1309,0.3582,121,300.3,54,0.264,3.6,20,23.1,744,104.1348,0.0198,0.502,0.5697,0.416
"863",0.675,126,0.011,0.747,100,0.1992,0.7398,9.04,33.2,6053.1,0.704,4.7,0.63,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0418,0.0816,3249.9,0.501,25.1603,0.0432,0.5511,0.704,0.99,31.1058,0.109,21.15,0.882,0.3996,29.051,0.051,0.02904,0.07712,0.0507,0.836,0.2052,0.737,12281.1,31.28,22.92,0.015,0.1309,0.3582,121,300.3,54,0.264,3.6,20,23.1,744,104.1348,0.0198,0.502,0.5697,0.416
"864",0.675,126,0.011,0.747,100,0.1992,0.7398,9.04,33.2,6053.1,0.704,4.7,0.63,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0418,0.0816,3249.9,0.501,25.1603,0.0432,0.5511,0.704,0.99,31.1058,0.109,21.15,0.882,0.3996,29.051,0.051,0.02904,0.07712,0.0507,0.836,0.2052,0.737,12281.1,31.28,22.92,0.015,0.1309,0.3582,121,300.3,54,0.264,3.6,20,23.1,744,104.1348,0.0198,0.502,0.6963,0.416
"865",0.675,126,0.011,0.747,100,0.1992,0.7398,9.04,33.2,6053.1,0.704,4.7,0.63,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,3249.9,0.501,25.1603,0.0432,0.5511,0.704,0.99,31.1058,0.109,21.15,0.882,0.3996,29.051,0.051,0.02904,0.07712,0.0507,0.836,0.2052,0.737,12281.1,31.28,22.92,0.015,0.1309,0.3582,121,300.3,54,0.264,3.6,20,23.1,744,104.1348,0.0198,0.502,0.6963,0.416
"866",0.675,126,0.011,0.747,100,0.1992,0.7398,9.04,33.2,6053.1,0.704,4.7,0.63,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,3249.9,0.501,25.1603,0.0432,0.5511,0.704,0.825,31.1058,0.109,21.15,0.882,0.3996,29.051,0.051,0.02904,0.07712,0.0507,0.836,0.2052,0.737,12281.1,31.28,22.92,0.015,0.1309,0.3582,121,300.3,54,0.264,3.6,20,23.1,744,104.1348,0.0198,0.502,0.6963,0.416
"867",0.675,126,0.011,0.747,100,0.1992,0.7398,9.04,33.2,6053.1,0.704,4.7,0.63,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,3249.9,0.501,25.1603,0.0432,0.5511,0.704,0.825,31.1058,0.109,21.15,0.882,0.3996,29.051,0.051,0.02904,0.07712,0.0507,0.836,0.2052,0.737,12281.1,31.28,19.1,0.015,0.1309,0.3582,121,300.3,54,0.264,3.6,20,23.1,744,104.1348,0.0198,0.502,0.6963,0.416
"868",0.675,126,0.011,0.747,100,0.1992,0.7398,9.04,33.2,6053.1,0.704,4.7,0.63,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,3249.9,0.501,25.1603,0.0432,0.5511,0.704,0.825,31.1058,0.109,21.15,0.882,0.3996,29.051,0.051,0.02904,0.07712,0.0507,0.836,0.2052,0.737,12281.1,31.28,19.1,0.015,0.1309,0.3582,121,300.3,45,0.264,3.6,20,23.1,744,104.1348,0.0198,0.502,0.6963,0.416
"869",0.675,126,0.011,0.747,100,0.1992,0.7398,9.04,33.2,6053.1,0.704,4.7,0.63,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,3249.9,0.501,25.1603,0.0432,0.4509,0.704,0.825,31.1058,0.109,21.15,0.882,0.3996,29.051,0.051,0.02904,0.07712,0.0507,0.836,0.2052,0.737,12281.1,31.28,19.1,0.015,0.1309,0.3582,121,300.3,45,0.264,3.6,20,23.1,744,104.1348,0.0198,0.502,0.6963,0.416
"870",0.825,126,0.011,0.747,100,0.1992,0.7398,9.04,33.2,6053.1,0.704,4.7,0.63,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,3249.9,0.501,25.1603,0.0432,0.4509,0.704,0.825,31.1058,0.109,21.15,0.882,0.3996,29.051,0.051,0.02904,0.07712,0.0507,0.836,0.2052,0.737,12281.1,31.28,19.1,0.015,0.1309,0.3582,121,300.3,45,0.264,3.6,20,23.1,744,104.1348,0.0198,0.502,0.6963,0.416
"871",0.825,126,0.011,0.747,100,0.1992,0.7398,9.04,33.2,6053.1,0.704,4.7,0.63,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,3249.9,0.501,25.1603,0.0432,0.4509,0.704,0.825,31.1058,0.109,21.15,0.882,0.3996,29.051,0.051,0.02904,0.07712,0.0507,0.836,0.2052,0.737,12281.1,31.28,19.1,0.015,0.1309,0.3582,121,300.3,45,0.264,3.6,20,23.1,744,85.2012,0.0198,0.502,0.6963,0.416
"872",0.825,126,0.011,0.747,100,0.1992,0.7398,9.04,33.2,6053.1,0.704,4.7,0.63,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,3249.9,0.501,25.1603,0.0432,0.4509,0.704,0.825,31.1058,0.109,21.15,0.882,0.3996,29.051,0.051,0.02904,0.07712,0.0507,0.836,0.2052,0.603,12281.1,31.28,19.1,0.015,0.1309,0.3582,121,300.3,45,0.264,3.6,20,23.1,744,85.2012,0.0198,0.502,0.6963,0.416
"873",0.825,126,0.011,0.747,100,0.1992,0.7398,9.04,33.2,6053.1,0.704,4.7,0.63,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,3249.9,0.501,25.1603,0.0432,0.4509,0.704,0.825,31.1058,0.109,21.15,0.882,0.3996,29.051,0.051,0.02904,0.0964,0.0507,0.836,0.2052,0.603,12281.1,31.28,19.1,0.015,0.1309,0.3582,121,300.3,45,0.264,3.6,20,23.1,744,85.2012,0.0198,0.502,0.6963,0.416
"874",0.825,126,0.011,0.747,100,0.1992,0.7398,9.04,33.2,6053.1,0.704,4.7,0.63,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,3249.9,0.501,25.1603,0.0528,0.4509,0.704,0.825,31.1058,0.109,21.15,0.882,0.3996,29.051,0.051,0.02904,0.0964,0.0507,0.836,0.2052,0.603,12281.1,31.28,19.1,0.015,0.1309,0.3582,121,300.3,45,0.264,3.6,20,23.1,744,85.2012,0.0198,0.502,0.6963,0.416
"875",0.825,126,0.011,0.747,100,0.1992,0.7398,9.04,33.2,6053.1,0.704,4.7,0.63,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,3249.9,0.501,25.1603,0.0528,0.4509,0.704,0.825,31.1058,0.0872,21.15,0.882,0.3996,29.051,0.051,0.02904,0.0964,0.0507,0.836,0.2052,0.603,12281.1,31.28,19.1,0.015,0.1309,0.3582,121,300.3,45,0.264,3.6,20,23.1,744,85.2012,0.0198,0.502,0.6963,0.416
"876",0.825,126,0.011,0.747,100,0.1992,0.7398,9.04,33.2,6053.1,0.704,4.7,0.63,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,3249.9,0.501,25.1603,0.0528,0.4509,0.88,0.825,31.1058,0.0872,21.15,0.882,0.3996,29.051,0.051,0.02904,0.0964,0.0507,0.836,0.2052,0.603,12281.1,31.28,19.1,0.015,0.1309,0.3582,121,300.3,45,0.264,3.6,20,23.1,744,85.2012,0.0198,0.502,0.6963,0.416
"877",0.825,126,0.011,0.747,100,0.1992,0.7398,9.04,33.2,6053.1,0.704,4.7,0.63,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,3249.9,0.501,25.1603,0.0528,0.4509,0.88,0.825,31.1058,0.0872,21.15,0.882,0.3996,29.051,0.051,0.02904,0.0964,0.0507,0.836,0.2052,0.603,12281.1,31.28,19.1,0.015,0.1309,0.3582,121,300.3,45,0.22,3.6,20,23.1,744,85.2012,0.0198,0.502,0.6963,0.416
"878",0.825,126,0.011,0.747,100,0.1992,0.7398,9.04,33.2,6053.1,0.704,4.7,0.504,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,3249.9,0.501,25.1603,0.0528,0.4509,0.88,0.825,31.1058,0.0872,21.15,0.882,0.3996,29.051,0.051,0.02904,0.0964,0.0507,0.836,0.2052,0.603,12281.1,31.28,19.1,0.015,0.1309,0.3582,121,300.3,45,0.22,3.6,20,23.1,744,85.2012,0.0198,0.502,0.6963,0.416
"879",0.825,126,0.011,0.747,100,0.1992,0.7398,9.04,33.2,4842.48,0.704,4.7,0.504,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,3249.9,0.501,25.1603,0.0528,0.4509,0.88,0.825,31.1058,0.0872,21.15,0.882,0.3996,29.051,0.051,0.02904,0.0964,0.0507,0.836,0.2052,0.603,12281.1,31.28,19.1,0.015,0.1309,0.3582,121,300.3,45,0.22,3.6,20,23.1,744,85.2012,0.0198,0.502,0.6963,0.416
"880",0.825,126,0.011,0.747,100,0.1992,0.7398,9.04,33.2,4842.48,0.704,4.7,0.504,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,3249.9,0.501,25.1603,0.0528,0.4509,0.88,0.825,31.1058,0.0872,21.15,0.882,0.3996,29.051,0.051,0.02904,0.0964,0.0507,0.836,0.2052,0.603,12281.1,31.28,19.1,0.015,0.1309,0.3582,121,300.3,45,0.22,3.6,20,23.1,744,85.2012,0.0198,0.4016,0.6963,0.416
"881",0.825,126,0.011,0.747,100,0.1992,0.7398,9.04,39.84,4842.48,0.704,4.7,0.504,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,3249.9,0.501,25.1603,0.0528,0.4509,0.88,0.825,31.1058,0.0872,21.15,0.882,0.3996,29.051,0.051,0.02904,0.0964,0.0507,0.836,0.2052,0.603,12281.1,31.28,19.1,0.015,0.1309,0.3582,121,300.3,45,0.22,3.6,20,23.1,744,85.2012,0.0198,0.4016,0.6963,0.416
"882",0.825,126,0.011,0.747,100,0.1992,0.7398,9.04,39.84,4842.48,0.704,4.7,0.504,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,3249.9,0.501,25.1603,0.0528,0.4509,0.88,0.825,31.1058,0.0872,21.15,0.882,0.3996,29.051,0.051,0.02904,0.0964,0.0507,0.836,0.2052,0.603,12281.1,31.28,19.1,0.015,0.1071,0.3582,121,300.3,45,0.22,3.6,20,23.1,744,85.2012,0.0198,0.4016,0.6963,0.416
"883",0.825,126,0.011,0.747,100,0.1992,0.7398,9.04,39.84,4842.48,0.704,4.7,0.504,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,3249.9,0.501,25.1603,0.0528,0.4509,0.88,0.825,25.4502,0.0872,21.15,0.882,0.3996,29.051,0.051,0.02904,0.0964,0.0507,0.836,0.2052,0.603,12281.1,31.28,19.1,0.015,0.1071,0.3582,121,300.3,45,0.22,3.6,20,23.1,744,85.2012,0.0198,0.4016,0.6963,0.416
"884",0.825,126,0.011,0.747,100,0.1992,0.7398,9.04,39.84,4842.48,0.704,4.7,0.504,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,3249.9,0.501,25.1603,0.0528,0.4509,0.88,0.825,25.4502,0.0872,21.15,0.882,0.3996,29.051,0.0612,0.02904,0.0964,0.0507,0.836,0.2052,0.603,12281.1,31.28,19.1,0.015,0.1071,0.3582,121,300.3,45,0.22,3.6,20,23.1,744,85.2012,0.0198,0.4016,0.6963,0.416
"885",0.825,126,0.011,0.747,100,0.1992,0.7398,9.04,39.84,4842.48,0.704,4.7,0.504,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,3249.9,0.501,25.1603,0.0528,0.4509,0.88,0.825,25.4502,0.0872,21.15,0.882,0.3996,29.051,0.0612,0.02904,0.0964,0.0507,0.836,0.2052,0.603,12281.1,31.28,19.1,0.012,0.1071,0.3582,121,300.3,45,0.22,3.6,20,23.1,744,85.2012,0.0198,0.4016,0.6963,0.416
"886",0.825,126,0.011,0.747,100,0.1992,0.7398,9.04,39.84,4842.48,0.704,4.7,0.504,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,3249.9,0.501,25.1603,0.0528,0.4509,0.88,0.825,25.4502,0.0872,21.15,0.882,0.3996,29.051,0.0612,0.02904,0.0964,0.0507,0.836,0.2052,0.603,12281.1,31.28,19.1,0.012,0.1071,0.3582,121,245.7,45,0.22,3.6,20,23.1,744,85.2012,0.0198,0.4016,0.6963,0.416
"887",0.825,126,0.011,0.747,100,0.1992,0.7398,9.04,39.84,4842.48,0.704,4.7,0.504,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,3249.9,0.501,25.1603,0.0528,0.4509,0.88,0.825,25.4502,0.0872,21.15,0.882,0.3996,29.051,0.0612,0.02904,0.0964,0.0507,0.836,0.2052,0.603,12281.1,31.28,19.1,0.012,0.1071,0.3582,121,245.7,45,0.22,3.6,20,23.1,620,85.2012,0.0198,0.4016,0.6963,0.416
"888",0.825,154,0.011,0.747,100,0.1992,0.7398,9.04,39.84,4842.48,0.704,4.7,0.504,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,3249.9,0.501,25.1603,0.0528,0.4509,0.88,0.825,25.4502,0.0872,21.15,0.882,0.3996,29.051,0.0612,0.02904,0.0964,0.0507,0.836,0.2052,0.603,12281.1,31.28,19.1,0.012,0.1071,0.3582,121,245.7,45,0.22,3.6,20,23.1,620,85.2012,0.0198,0.4016,0.6963,0.416
"889",0.825,154,0.011,0.747,100,0.1992,0.7398,9.04,39.84,4842.48,0.704,4.7,0.504,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,2599.92,0.501,25.1603,0.0528,0.4509,0.88,0.825,25.4502,0.0872,21.15,0.882,0.3996,29.051,0.0612,0.02904,0.0964,0.0507,0.836,0.2052,0.603,12281.1,31.28,19.1,0.012,0.1071,0.3582,121,245.7,45,0.22,3.6,20,23.1,620,85.2012,0.0198,0.4016,0.6963,0.416
"890",0.825,154,0.011,0.747,80,0.1992,0.7398,9.04,39.84,4842.48,0.704,4.7,0.504,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,2599.92,0.501,25.1603,0.0528,0.4509,0.88,0.825,25.4502,0.0872,21.15,0.882,0.3996,29.051,0.0612,0.02904,0.0964,0.0507,0.836,0.2052,0.603,12281.1,31.28,19.1,0.012,0.1071,0.3582,121,245.7,45,0.22,3.6,20,23.1,620,85.2012,0.0198,0.4016,0.6963,0.416
"891",0.825,154,0.011,0.747,80,0.1992,0.7398,9.04,39.84,4842.48,0.704,4.7,0.504,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,2599.92,0.501,25.1603,0.0528,0.4509,0.88,0.825,25.4502,0.0872,25.85,0.882,0.3996,29.051,0.0612,0.02904,0.0964,0.0507,0.836,0.2052,0.603,12281.1,31.28,19.1,0.012,0.1071,0.3582,121,245.7,45,0.22,3.6,20,23.1,620,85.2012,0.0198,0.4016,0.6963,0.416
"892",0.825,154,0.011,0.747,80,0.1992,0.7398,9.04,39.84,4842.48,0.704,4.7,0.504,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,2599.92,0.501,25.1603,0.0528,0.4509,0.88,0.825,25.4502,0.0872,25.85,0.882,0.4884,29.051,0.0612,0.02904,0.0964,0.0507,0.836,0.2052,0.603,12281.1,31.28,19.1,0.012,0.1071,0.3582,121,245.7,45,0.22,3.6,20,23.1,620,85.2012,0.0198,0.4016,0.6963,0.416
"893",0.825,154,0.011,0.747,80,0.1992,0.7398,9.04,39.84,4842.48,0.704,4.7,0.504,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,2599.92,0.501,25.1603,0.0528,0.4509,0.88,0.825,25.4502,0.0872,25.85,0.882,0.4884,29.051,0.0612,0.02904,0.0964,0.0507,0.836,0.2508,0.603,12281.1,31.28,19.1,0.012,0.1071,0.3582,121,245.7,45,0.22,3.6,20,23.1,620,85.2012,0.0198,0.4016,0.6963,0.416
"894",0.825,154,0.011,0.747,80,0.1992,0.7398,9.04,39.84,4842.48,0.704,4.7,0.504,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,2599.92,0.501,25.1603,0.0528,0.4509,0.88,0.825,25.4502,0.0872,25.85,0.882,0.4884,29.051,0.0612,0.02904,0.0964,0.0507,0.836,0.2508,0.603,14737.32,31.28,19.1,0.012,0.1071,0.3582,121,245.7,45,0.22,3.6,20,23.1,620,85.2012,0.0198,0.4016,0.6963,0.416
"895",0.825,154,0.011,0.747,80,0.1992,0.7398,9.04,39.84,4842.48,0.704,4.7,0.504,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,2599.92,0.501,25.1603,0.0528,0.4509,0.88,0.825,25.4502,0.0872,25.85,0.882,0.4884,29.051,0.0612,0.02904,0.0964,0.04056,0.836,0.2508,0.603,14737.32,31.28,19.1,0.012,0.1071,0.3582,121,245.7,45,0.22,3.6,20,23.1,620,85.2012,0.0198,0.4016,0.6963,0.416
"896",0.825,154,0.011,0.747,80,0.1992,0.7398,9.04,39.84,4842.48,0.576,4.7,0.504,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,2599.92,0.501,25.1603,0.0528,0.4509,0.88,0.825,25.4502,0.0872,25.85,0.882,0.4884,29.051,0.0612,0.02904,0.0964,0.04056,0.836,0.2508,0.603,14737.32,31.28,19.1,0.012,0.1071,0.3582,121,245.7,45,0.22,3.6,20,23.1,620,85.2012,0.0198,0.4016,0.6963,0.416
"897",0.825,154,0.011,0.747,80,0.1992,0.7398,9.04,39.84,4842.48,0.576,4.7,0.504,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,2599.92,0.501,25.1603,0.0528,0.4509,0.88,0.825,25.4502,0.0872,25.85,0.882,0.4884,29.051,0.0612,0.02904,0.0964,0.04056,0.6688,0.2508,0.603,14737.32,31.28,19.1,0.012,0.1071,0.3582,121,245.7,45,0.22,3.6,20,23.1,620,85.2012,0.0198,0.4016,0.6963,0.416
"898",0.825,154,0.011,0.747,80,0.1992,0.7398,9.04,39.84,4842.48,0.576,4.7,0.504,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,2599.92,0.501,25.1603,0.0528,0.4509,0.88,0.825,25.4502,0.0872,25.85,0.882,0.4884,29.051,0.0612,0.02904,0.0964,0.04056,0.6688,0.2508,0.603,14737.32,31.28,19.1,0.012,0.1071,0.3582,121,245.7,45,0.22,3.6,16,23.1,620,85.2012,0.0198,0.4016,0.6963,0.416
"899",0.825,154,0.011,0.747,80,0.1992,0.7398,11.3,39.84,4842.48,0.576,4.7,0.504,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,2599.92,0.501,25.1603,0.0528,0.4509,0.88,0.825,25.4502,0.0872,25.85,0.882,0.4884,29.051,0.0612,0.02904,0.0964,0.04056,0.6688,0.2508,0.603,14737.32,31.28,19.1,0.012,0.1071,0.3582,121,245.7,45,0.22,3.6,16,23.1,620,85.2012,0.0198,0.4016,0.6963,0.416
"900",0.825,154,0.011,0.747,80,0.1992,0.7398,11.3,39.84,4842.48,0.576,4.7,0.504,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,2599.92,0.501,20.5857,0.0528,0.4509,0.88,0.825,25.4502,0.0872,25.85,0.882,0.4884,29.051,0.0612,0.02904,0.0964,0.04056,0.6688,0.2508,0.603,14737.32,31.28,19.1,0.012,0.1071,0.3582,121,245.7,45,0.22,3.6,16,23.1,620,85.2012,0.0198,0.4016,0.6963,0.416
"901",0.825,154,0.011,0.747,80,0.1992,0.7398,11.3,39.84,4842.48,0.576,4.7,0.504,10.6,-0.29,5.5,0.112,6.9e-08,23.9484,0.0342,0.0816,2599.92,0.501,20.5857,0.0528,0.4509,0.88,0.825,25.4502,0.0872,25.85,0.882,0.4884,29.051,0.0612,0.02904,0.0964,0.04056,0.6688,0.2508,0.603,14737.32,31.28,19.1,0.012,0.1071,0.3582,121,245.7,45,0.22,3.6,16,18.9,620,85.2012,0.0198,0.4016,0.6963,0.416
