site,model,experiment,floor_date,NDVI,year
Havelaue,EC-Earth3-CC,ssp585,2099-04-01,0.5526884550873951,2099
Havelaue,EC-Earth3-CC,ssp585,2099-05-01,0.5981138519544176,2099
Havelaue,EC-Earth3-CC,ssp585,2099-06-01,0.6482608572872303,2099
Havelaue,EC-Earth3-CC,ssp585,2099-07-01,0.6710721787800815,2099
Havelaue,EC-Earth3-CC,ssp585,2099-08-01,0.6815408246540002,2099
Havelaue,EC-Earth3-CC,ssp585,2099-09-01,0.6644358794485515,2099
Havelaue,EC-Earth3-CC,ssp585,2099-10-01,0.6228540513772298,2099
Bielowieza,AWI-CM-1-1-MR,ssp585,2022-04-01,0.5795432098765432,2022
Bielowieza,AWI-CM-1-1-MR,ssp585,2022-05-01,0.7195401234567902,2022
Bielowieza,AWI-CM-1-1-MR,ssp585,2022-06-01,0.8637061728395063,2022
Bielowieza,AWI-CM-1-1-MR,ssp585,2022-07-01,0.8489481481481482,2022
Bielowieza,AWI-CM-1-1-MR,ssp585,2022-08-01,0.850046913580247,2022
Bielowieza,AWI-CM-1-1-MR,ssp585,2022-09-01,0.8007691358024692,2022
Bielowieza,AWI-CM-1-1-MR,ssp585,2022-10-01,0.3451897058823529,2022
Bielowieza,AWI-CM-1-1-MR,ssp585,2099-04-01,0.6653914491492262,2099
Bielowieza,AWI-CM-1-1-MR,ssp585,2099-05-01,0.7440153968260285,2099
Bielowieza,AWI-CM-1-1-MR,ssp585,2099-06-01,0.8297146731232516,2099
Bielowieza,AWI-CM-1-1-MR,ssp585,2099-07-01,0.8794526928093931,2099
Bielowieza,AWI-CM-1-1-MR,ssp585,2099-08-01,0.9095052901558481,2099
Bielowieza,AWI-CM-1-1-MR,ssp585,2099-09-01,0.7983580112054949,2099
Bielowieza,AWI-CM-1-1-MR,ssp585,2099-10-01,0.5792970324848646,2099
Bielowieza,CNRM-CM6-1-HR,ssp585,2022-04-01,0.5795432098765432,2022
Bielowieza,CNRM-CM6-1-HR,ssp585,2022-05-01,0.7195401234567902,2022
Bielowieza,CNRM-CM6-1-HR,ssp585,2022-06-01,0.8637061728395063,2022
Bielowieza,CNRM-CM6-1-HR,ssp585,2022-07-01,0.8489481481481482,2022
Bielowieza,CNRM-CM6-1-HR,ssp585,2022-08-01,0.850046913580247,2022
Bielowieza,CNRM-CM6-1-HR,ssp585,2022-09-01,0.8007691358024692,2022
Bielowieza,CNRM-CM6-1-HR,ssp585,2022-10-01,0.3451897058823529,2022
Bielowieza,CNRM-CM6-1-HR,ssp585,2099-04-01,0.6742074053831582,2099
Bielowieza,CNRM-CM6-1-HR,ssp585,2099-05-01,0.7772250466495154,2099
Bielowieza,CNRM-CM6-1-HR,ssp585,2099-06-01,0.9440366630480657,2099
Bielowieza,CNRM-CM6-1-HR,ssp585,2099-07-01,0.9520363167021433,2099
Bielowieza,CNRM-CM6-1-HR,ssp585,2099-08-01,0.9774309207654823,2099
Bielowieza,CNRM-CM6-1-HR,ssp585,2099-09-01,0.9420446328974381,2099
Bielowieza,CNRM-CM6-1-HR,ssp585,2099-10-01,0.7927506418823446,2099
Bielowieza,EC-Earth3-CC,ssp585,2022-04-01,0.5795432098765432,2022
Bielowieza,EC-Earth3-CC,ssp585,2022-05-01,0.7195401234567902,2022
Bielowieza,EC-Earth3-CC,ssp585,2022-06-01,0.8637061728395063,2022
Bielowieza,EC-Earth3-CC,ssp585,2022-07-01,0.8489481481481482,2022
Bielowieza,EC-Earth3-CC,ssp585,2022-08-01,0.850046913580247,2022
Bielowieza,EC-Earth3-CC,ssp585,2022-09-01,0.8007691358024692,2022
Bielowieza,EC-Earth3-CC,ssp585,2022-10-01,0.3451897058823529,2022
Bielowieza,EC-Earth3-CC,ssp585,2099-04-01,0.6999252270023674,2099
Bielowieza,EC-Earth3-CC,ssp585,2099-05-01,0.9056182604356119,2099
Bielowieza,EC-Earth3-CC,ssp585,2099-06-01,0.8892189173240828,2099
Bielowieza,EC-Earth3-CC,ssp585,2099-07-01,0.9804931478324356,2099
Bielowieza,EC-Earth3-CC,ssp585,2099-08-01,0.9763543330115259,2099
Bielowieza,EC-Earth3-CC,ssp585,2099-09-01,0.9129578567645656,2099
Bielowieza,EC-Earth3-CC,ssp585,2099-10-01,0.8254663160592486,2099
Frýdek-Místek,AWI-CM-1-1-MR,ssp585,2022-04-01,0.6021469135802469,2022
Frýdek-Místek,AWI-CM-1-1-MR,ssp585,2022-05-01,0.8266296296296296,2022
Frýdek-Místek,AWI-CM-1-1-MR,ssp585,2022-06-01,0.8094722222222223,2022
Frýdek-Místek,AWI-CM-1-1-MR,ssp585,2022-07-01,0.8075123456790123,2022
Frýdek-Místek,AWI-CM-1-1-MR,ssp585,2022-08-01,0.8198240740740741,2022
Frýdek-Místek,AWI-CM-1-1-MR,ssp585,2022-09-01,0.5447777777777778,2022
Frýdek-Místek,AWI-CM-1-1-MR,ssp585,2022-10-01,0.6061506172839506,2022
Frýdek-Místek,AWI-CM-1-1-MR,ssp585,2099-04-01,0.6739883499829574,2099
Frýdek-Místek,AWI-CM-1-1-MR,ssp585,2099-05-01,0.7143435602947074,2099
Frýdek-Místek,AWI-CM-1-1-MR,ssp585,2099-06-01,0.7467772813459195,2099
