"BehaviorSpace results (NetLogo 6.2.2)"
"/home/gallagher/densities/EBIVModelDensTest.nlogo"
"Densities"
"01/04/2023 09:33:31:711 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","39","0","39"
"[run number]","max-resources-base","pcolor-update?","resources-dynamic?","n-food-c","print?","ITV-var-BMR","r-growth-ts","perc-resource-cells","n-animals","debug","out-year","overwinter-skip?","ITV-var-repro","ITV-var-growth","home-ranging?","fragmentation-level","[step]","dens-list"
"374","60","false","false","3","false","0","0.011","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[4 4 4 4 4 4 4 3 3 25 31 24 11 10 6 6 6 6 6 7 7 5 2 2 2 2 2 2 6 9 9 8 7 12 9 9 9 9 13 11 9 8 10 10 10 3 3 3 3 3 3 5 13 14 14 16 18 15 10 8 7 8 4 4 4 4 4 4 2 2 2 2 2 2 6 20 20 21 23 33 25 15 13 10 11 9 9 9 10 9 9 3 3 3 3 3 3 11 13 14 15 24 26 18 16 10 6 5 5 5 6 5 5 3 3 3 3 3 3 10 11 11 12 20 22 18 16 8 7 6 5 4 4 6 6 3 3 3 3 3 3 12 16 16 16 22 26 19 10 8 8 5 5 5 5 4 4 0 0 0 0 0 0 7 9 9 9 14 14 14 14 13 10 14 15 12 10 10 9 3 3 3 3 3 3 9 17 17 17 23 24 23 19 14 7 8 6 5 6 5 4 4 2 2 2 2 2 2 7 12 13 13 16 15 12 6 3 4 4 3 3 3 4 4]"
"367","60","false","false","3","false","0","0.011","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[7 7 7 7 7 7 7 7 7 38 45 28 10 7 7 7 6 6 6 10 8 8 4 4 4 4 4 4 6 17 20 19 23 26 23 14 11 10 9 9 9 10 14 13 13 4 4 4 4 4 4 7 15 17 17 20 23 24 19 15 8 17 12 12 13 15 15 15 8 8 8 8 8 8 13 23 27 24 20 11 10 8 4 4 4 5 4 4 4 5 5 2 2 2 2 2 2 27 27 25 23 25 19 13 10 10 9 9 8 8 12 13 13 8 8 8 8 8 8 23 27 27 29 28 13 9 8 8 8 8 8 8 9 11 8 0 0 0 0 0 0 6 10 10 12 22 24 25 17 14 8 9 10 9 8 10 11 3 3 3 3 3 3 6 11 11 11 15 22 22 22 11 7 8 6 6 5 5 5 0 0 0 0 0 0 7 9 11 11 15 19 19 19 23 21 24 15 7 7 7 5 5 3 3 3 3 3 3 7 14 17 17 20 20 14 13 8 5 5 4 4 5 8 10]"
"373","60","false","false","3","false","0","0.011","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[6 6 6 6 6 6 6 6 6 30 39 26 11 2 1 1 1 1 1 4 4 4 2 2 2 2 2 2 15 23 24 12 3 2 2 2 2 2 7 9 8 7 8 8 8 2 2 2 2 2 2 10 20 20 20 26 27 31 28 19 10 6 4 5 5 6 5 4 2 2 2 2 2 2 9 28 30 28 10 6 5 4 4 4 7 7 9 9 9 11 11 7 7 7 7 7 7 25 26 24 17 9 7 6 6 6 7 8 6 6 8 8 7 4 4 4 4 4 4 28 27 26 25 17 12 10 10 10 14 12 12 10 11 11 10 3 3 3 3 3 3 9 14 14 15 20 21 21 16 12 6 6 6 8 8 10 12 6 6 6 6 6 6 20 26 27 16 8 4 4 4 4 7 10 11 11 13 11 11 2 2 2 2 2 2 8 10 12 12 16 17 17 13 12 7 7 7 7 7 8 8 8 0 0 0 0 0 0 1 4 6 6 10 18 19 21 20 15 19 14 11 9 9 9]"
"379","60","false","false","3","false","0","0.013","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[6 6 6 6 6 6 6 6 6 38 41 32 14 5 4 4 4 3 7 8 7 5 3 3 3 3 3 3 16 27 26 20 15 11 5 4 4 4 6 6 6 6 4 4 4 2 2 2 2 2 2 8 12 12 12 19 21 23 20 16 11 8 8 8 10 11 12 11 5 5 5 5 5 5 10 18 18 18 22 26 23 24 22 17 10 10 6 6 7 9 8 2 2 2 2 2 2 9 9 9 10 18 17 19 20 22 23 23 14 8 4 3 3 0 0 0 0 0 0 5 6 6 10 14 15 15 17 17 18 16 12 7 6 6 6 2 2 2 2 2 2 7 8 11 12 13 16 16 17 19 16 23 19 17 15 14 14 8 8 8 8 8 8 16 22 23 23 25 22 11 4 4 4 5 5 5 6 6 4 4 4 4 4 4 4 14 22 23 24 26 16 9 6 6 6 10 11 10 9 10 11 11 2 2 2 2 2 2 11 16 16 16 23 24 19 12 7 3 2 4 4 4 5 5]"
"380","60","false","false","3","false","0","0.013","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[9 9 9 9 9 9 9 9 9 36 40 23 6 4 4 5 5 7 10 12 16 14 9 9 9 9 9 9 24 40 35 21 10 6 3 3 3 3 4 4 5 4 6 6 4 0 0 0 0 0 0 6 15 17 19 24 26 26 26 19 10 6 4 4 4 6 7 7 2 2 2 2 2 2 3 17 18 18 21 28 29 24 20 14 11 5 5 5 5 6 6 2 2 2 2 2 2 13 15 15 21 21 12 7 6 6 6 6 6 7 9 8 8 3 3 3 3 3 3 11 12 13 19 25 24 23 23 17 11 8 7 6 6 6 6 1 1 1 1 1 1 4 9 9 9 13 16 15 13 10 9 8 8 8 7 7 8 4 4 4 4 4 4 10 13 17 17 25 20 16 10 8 7 6 6 7 6 8 9 5 5 5 5 5 5 15 20 23 21 18 13 6 3 1 1 2 3 5 5 6 8 7 2 2 2 2 2 2 6 15 15 15 17 19 21 15 11 9 11 9 8 6 8 8]"
"377","60","false","false","3","false","0","0.013","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[4 4 4 4 4 4 4 4 4 33 39 27 13 6 5 5 5 4 5 7 8 7 3 3 3 3 3 3 8 19 20 20 23 17 12 6 6 5 5 4 4 5 10 8 9 2 2 2 2 2 2 8 11 11 11 15 19 20 18 14 10 13 10 8 7 8 9 8 4 4 4 4 4 4 5 16 16 16 19 24 25 23 15 10 8 5 4 4 7 9 7 1 1 1 1 1 1 11 14 15 16 23 20 13 6 4 3 3 5 5 6 5 6 2 2 2 2 2 2 12 16 16 16 19 25 23 22 20 17 10 8 8 7 7 7 2 2 2 2 2 2 8 12 12 12 19 23 25 16 13 8 7 7 6 6 8 8 6 6 6 6 6 6 17 22 23 18 17 9 6 4 4 4 8 7 6 5 8 10 3 3 3 3 3 3 7 12 12 12 18 22 21 13 8 5 4 2 1 2 4 5 5 2 2 2 2 2 2 14 20 21 21 23 12 4 4 4 4 5 4 5 6 8 9]"
"378","60","false","false","3","false","0","0.013","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[3 3 3 3 3 3 3 3 3 29 40 18 4 3 3 3 3 4 5 6 7 6 4 4 4 4 4 4 12 30 33 32 22 19 12 9 7 7 9 12 11 12 12 11 11 6 6 6 6 6 6 14 30 33 34 32 22 11 7 7 7 8 9 8 11 13 13 13 6 6 6 6 6 6 8 20 21 20 22 24 23 19 17 11 12 9 9 9 9 9 9 5 5 5 5 5 5 24 29 27 19 13 12 6 4 4 3 5 5 6 7 7 7 0 0 0 0 0 0 10 10 10 11 18 18 17 11 7 6 5 5 5 8 7 7 4 4 4 4 4 4 17 20 19 16 20 14 7 4 3 3 4 6 7 7 10 10 4 4 4 4 4 4 16 25 27 28 35 30 19 14 12 13 12 12 11 11 15 15 9 9 9 9 9 9 24 35 35 32 21 13 8 4 4 4 4 4 3 3 3 3 3 2 2 2 2 2 2 9 13 13 13 15 17 17 17 17 16 15 12 12 12 12 12]"
"381","60","false","false","3","false","0","0.013","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[5 5 5 5 5 5 5 5 5 24 28 26 18 6 3 1 1 1 1 4 5 6 2 2 2 2 2 2 10 15 18 17 24 21 13 7 7 7 7 6 6 10 12 12 11 2 2 2 2 2 2 11 22 27 26 31 30 24 18 14 11 12 12 10 10 15 15 15 6 6 6 6 6 6 10 23 25 24 23 28 23 15 8 8 8 9 7 7 11 12 11 2 2 2 2 2 2 18 19 21 23 32 30 22 12 10 10 10 10 9 8 13 6 2 2 2 2 2 2 18 20 20 22 30 30 25 18 13 7 7 7 6 4 6 5 1 1 1 1 1 1 5 9 9 9 14 18 18 15 8 6 8 7 6 6 7 8 2 2 2 2 2 2 7 12 14 14 16 19 20 20 18 17 20 12 11 8 9 8 3 3 3 3 3 3 8 15 15 15 23 24 19 12 8 6 7 6 6 7 9 9 8 3 3 3 3 3 3 11 19 20 21 23 26 24 20 13 6 6 5 5 5 7 10]"
"376","60","false","false","3","false","0","0.013","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[8 8 8 8 8 8 8 8 8 35 38 23 7 5 5 5 5 5 6 9 9 8 4 4 4 4 4 4 21 27 27 27 33 30 22 10 8 7 8 7 6 9 8 6 6 2 2 2 2 2 2 4 11 11 10 14 17 17 14 9 8 8 8 8 10 10 8 8 2 2 2 2 2 2 6 22 27 24 26 27 21 8 6 6 10 10 11 11 16 16 16 6 6 6 6 6 6 27 30 28 21 17 11 11 8 8 12 11 11 11 12 11 12 1 1 1 1 1 1 18 24 23 17 14 10 8 7 7 8 10 8 8 10 11 11 4 4 4 4 4 4 18 21 23 26 24 23 18 11 8 9 10 11 12 14 12 12 3 3 3 3 3 3 18 22 22 24 26 28 21 12 9 9 9 8 8 8 11 11 3 3 3 3 3 3 19 28 29 28 30 16 6 4 4 3 3 3 3 5 4 5 5 5 5 5 5 5 5 15 21 23 23 18 11 7 4 4 4 7 7 7 10 11 11]"
"382","60","false","false","3","false","0","0.013","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[6 6 6 6 6 6 6 6 6 27 36 34 17 7 7 7 5 5 5 8 10 9 2 2 2 2 2 2 5 8 9 10 13 13 14 14 12 7 5 4 5 6 8 9 9 6 6 6 6 6 6 10 18 20 20 19 24 17 13 8 6 5 6 6 5 5 5 5 0 0 0 0 0 0 2 13 13 14 18 24 24 21 18 11 7 4 3 3 3 3 4 0 0 0 0 0 0 5 7 7 9 13 15 14 13 13 13 11 7 10 8 7 7 4 4 4 4 4 4 25 28 28 32 25 15 8 2 3 3 3 2 2 7 8 7 3 3 3 3 3 3 20 22 23 23 25 15 10 8 7 7 6 5 5 5 7 7 4 4 4 4 4 4 12 17 18 18 22 20 13 5 4 2 2 3 5 5 8 9 2 2 2 2 2 2 10 15 15 14 20 24 21 14 11 10 8 8 8 9 11 13 10 6 6 6 6 6 6 14 31 32 26 23 16 7 5 5 5 8 11 11 11 12 10]"
"385","60","false","false","3","false","0","0.013","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[6 6 6 6 6 6 6 6 6 27 31 23 17 10 6 6 6 6 6 12 11 11 2 2 2 2 2 2 2 3 5 5 10 12 13 14 15 18 25 28 19 5 5 5 5 1 1 1 1 1 1 3 11 11 11 15 18 20 15 11 12 12 7 5 5 3 3 3 1 1 1 1 1 1 4 12 13 13 20 23 17 11 6 4 4 4 6 5 6 6 5 3 3 3 3 3 3 21 20 20 24 31 32 26 14 5 5 4 4 4 5 4 4 2 2 2 2 2 2 9 16 16 16 22 23 25 24 21 23 23 8 6 4 3 4 2 2 2 2 2 2 11 12 12 12 24 23 17 8 5 4 4 4 3 4 5 7 2 2 2 2 2 2 12 16 17 18 21 20 18 12 8 7 9 8 8 7 9 9 3 3 3 3 3 3 17 20 22 22 30 31 32 16 10 9 7 6 6 5 8 7 7 5 5 5 5 5 5 14 26 27 27 28 22 15 7 5 5 7 7 5 5 5 6]"
"386","60","false","false","3","false","0","0.013","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[7 7 7 7 7 7 7 7 7 35 34 26 18 13 9 6 5 5 4 14 13 12 3 3 3 3 3 3 10 17 17 17 21 23 24 20 15 12 10 8 5 6 7 6 5 2 2 2 2 2 2 10 16 17 17 25 27 20 12 5 3 3 4 4 4 6 10 8 2 2 2 2 2 2 5 11 11 11 13 17 20 20 17 14 8 6 6 4 3 3 3 3 3 3 3 3 3 18 20 20 24 25 22 13 11 9 8 9 10 10 13 14 12 5 5 5 5 5 5 20 21 21 24 22 11 6 5 5 5 6 8 6 11 11 9 7 6 6 6 6 6 32 37 37 33 17 11 9 8 6 5 3 3 3 3 4 4 2 2 2 2 2 2 13 19 23 23 17 14 10 6 3 2 4 3 4 5 6 6 0 0 0 0 0 0 3 9 11 12 17 20 21 19 14 11 15 10 9 9 10 9 9 3 3 3 3 3 3 8 19 21 19 21 21 17 11 5 4 3 2 1 1 2 3]"
"388","60","false","false","3","false","0","0.013","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[8 8 8 8 8 8 8 8 8 32 37 34 21 11 5 3 3 3 3 6 7 6 1 1 1 1 1 1 8 15 15 15 24 28 27 26 22 15 13 11 11 10 10 12 11 7 7 7 7 7 7 11 21 21 19 21 14 9 7 7 7 7 6 5 5 6 9 8 3 3 3 3 3 3 6 20 21 21 26 31 25 10 8 5 5 6 7 5 5 6 6 2 2 2 2 2 2 10 12 12 13 15 20 17 10 8 7 6 4 4 4 4 4 2 2 2 2 2 2 13 15 15 17 23 27 28 23 10 8 7 3 2 4 5 5 3 3 3 3 3 3 21 28 28 29 34 24 11 5 5 5 7 7 7 8 6 8 2 2 2 2 2 2 10 16 18 18 30 32 22 19 5 4 3 2 2 2 2 1 0 0 0 0 0 0 3 5 6 6 11 13 14 14 7 2 1 1 1 1 2 3 3 1 1 1 1 1 1 8 9 9 10 12 13 13 15 15 13 16 12 6 5 4 4]"
"384","60","false","false","3","false","0","0.013","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[6 6 6 6 6 6 6 6 6 28 33 25 10 5 5 5 5 4 7 14 9 9 1 1 1 1 1 1 15 22 25 22 19 11 8 8 8 8 10 10 12 13 12 11 9 5 5 5 5 5 5 15 30 30 27 27 20 9 2 2 2 4 5 4 5 7 5 5 0 0 0 0 0 0 3 7 10 10 11 18 23 23 20 18 14 8 8 8 8 7 7 1 1 1 1 1 1 14 16 17 20 25 26 21 12 7 7 9 9 9 16 15 14 5 5 5 5 5 5 21 22 22 25 26 26 21 13 5 4 2 3 4 11 12 13 8 7 7 7 7 7 24 27 26 18 10 6 4 3 2 4 6 7 7 8 13 13 5 5 5 5 5 5 21 30 27 21 20 13 11 9 7 7 8 10 8 8 13 13 4 4 4 4 4 4 17 24 24 23 32 29 23 13 5 6 7 6 7 8 10 7 7 2 2 2 2 2 2 4 9 9 10 18 22 20 20 16 6 6 9 8 9 15 17]"
"390","60","false","false","3","false","0","0.013","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[4 4 4 4 4 4 4 3 3 14 25 19 12 4 4 4 4 2 3 7 5 5 2 2 2 2 2 2 14 23 22 22 15 9 6 6 5 4 6 8 7 7 7 7 7 4 4 4 4 4 4 14 25 25 25 19 17 15 13 6 3 4 4 4 3 6 6 6 4 4 4 4 4 4 9 16 21 21 25 34 37 32 22 14 10 8 8 8 7 7 7 7 7 7 7 7 7 26 27 28 31 25 17 9 6 5 4 7 7 7 11 12 11 3 3 3 3 3 3 11 13 13 13 20 23 21 17 17 12 7 5 5 5 5 5 3 3 3 3 3 3 11 14 15 15 22 27 27 19 4 5 5 4 2 3 3 6 0 0 0 0 0 0 2 10 12 12 17 23 25 18 15 13 9 7 8 8 7 6 2 2 2 2 2 2 15 19 22 20 36 34 22 11 6 6 5 5 5 5 9 11 10 5 5 5 5 5 5 13 20 21 21 24 28 24 12 8 7 7 8 9 8 9 8]"
"393","60","false","false","3","false","0","0.013","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[8 8 8 8 8 8 8 8 8 24 36 32 15 7 8 8 8 8 10 11 10 8 5 5 5 5 5 5 23 28 24 24 20 13 8 7 7 6 7 5 5 5 6 4 3 1 1 1 1 1 1 2 11 14 14 15 25 25 19 11 6 11 10 10 10 10 12 12 4 4 4 4 4 4 5 13 15 15 20 27 28 22 20 8 8 5 5 4 6 6 6 1 1 1 1 1 1 8 10 10 12 15 15 15 16 18 20 16 8 7 7 7 6 3 3 3 3 3 3 11 11 11 12 13 15 16 15 17 16 15 11 8 8 7 6 5 5 5 5 5 5 13 16 17 15 15 18 16 8 4 2 2 2 2 2 8 8 1 1 1 1 1 1 8 11 11 11 18 24 20 18 13 6 7 5 6 6 6 5 3 3 3 3 3 3 13 20 21 22 28 25 24 7 4 1 1 2 2 2 11 12 10 2 2 2 2 2 2 9 18 21 21 25 23 23 20 14 7 6 5 5 4 5 7]"
"383","60","false","false","3","false","0","0.013","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[9 9 9 9 9 9 9 9 9 31 37 34 16 10 7 7 6 6 10 16 15 12 5 5 5 5 5 5 26 39 33 20 6 4 4 4 5 4 13 13 12 13 11 10 8 6 6 6 6 6 6 14 20 16 10 6 6 3 2 2 2 5 5 5 5 8 9 8 5 5 5 5 5 5 13 30 28 24 29 23 14 7 7 6 7 7 7 9 10 8 6 5 5 5 5 5 5 22 27 22 10 3 3 3 3 3 12 14 17 17 17 18 16 5 5 5 5 5 5 24 29 29 29 33 22 16 11 10 10 9 7 6 6 8 7 2 2 2 2 2 2 15 17 17 16 17 16 12 10 8 10 14 13 13 12 13 13 7 7 7 7 7 7 21 25 26 25 26 16 10 8 5 5 5 4 3 5 6 4 1 1 1 1 1 1 9 15 18 18 19 16 12 7 4 3 6 7 7 7 7 8 8 3 3 3 3 3 3 13 27 29 28 26 22 16 7 3 3 3 4 4 6 7 9]"
"395","60","false","false","3","false","0","0.013","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[6 6 6 6 6 6 6 6 6 33 47 34 19 12 6 6 6 6 9 11 11 10 3 3 3 3 3 3 13 25 27 27 31 32 22 9 5 5 6 7 5 7 9 7 7 4 4 4 4 4 4 11 24 29 27 23 16 8 7 6 6 7 6 6 6 11 11 9 0 0 0 0 0 0 0 4 7 7 8 9 9 9 11 12 22 17 15 13 12 11 11 4 4 4 4 4 4 8 8 8 11 15 14 12 14 14 11 2 1 3 2 3 3 2 2 2 2 2 2 19 22 23 23 27 23 16 6 4 3 3 3 2 4 6 6 3 3 3 3 3 3 10 16 16 15 16 18 17 12 7 6 6 5 5 6 7 6 1 1 1 1 1 1 10 11 11 11 16 20 18 13 11 6 5 5 5 6 6 5 3 3 3 3 3 3 10 17 16 16 25 13 7 5 4 4 4 4 3 4 7 8 7 2 2 2 2 2 2 10 17 18 16 20 21 16 9 5 4 3 2 4 4 7 5]"
"389","60","false","false","3","false","0","0.013","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[6 6 6 6 6 6 6 6 6 46 58 24 8 7 7 5 5 5 5 8 10 9 1 1 1 1 1 1 8 12 12 12 17 20 19 18 14 8 8 9 8 8 8 8 8 4 4 4 4 4 4 10 21 25 25 26 24 15 7 6 5 4 2 2 2 4 3 4 0 0 0 0 0 0 5 11 11 11 16 16 12 8 4 2 5 4 4 4 4 7 7 1 1 1 1 1 1 12 13 13 15 21 23 22 17 9 5 4 4 4 4 5 4 1 1 1 1 1 1 14 15 16 18 23 25 16 10 7 7 7 7 7 7 9 9 3 3 3 3 3 3 6 7 7 7 9 12 14 18 18 24 18 17 12 8 8 8 4 4 4 4 4 4 16 22 25 25 31 33 28 21 15 11 13 13 13 13 14 13 4 4 4 4 4 4 17 22 25 21 21 12 11 5 5 5 7 6 7 7 7 7 6 2 2 2 2 2 2 13 25 26 27 37 40 26 15 10 9 9 9 10 11 15 15]"
"397","60","false","false","3","false","0","0.013","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[4 4 4 4 4 4 4 4 4 28 33 24 14 9 4 4 4 4 4 6 8 8 3 3 3 3 3 3 17 28 26 19 18 12 7 4 3 4 7 7 6 7 8 8 8 3 3 3 3 3 3 7 16 19 19 20 20 18 12 7 4 7 8 8 8 12 11 10 2 2 2 2 2 2 8 18 20 22 26 26 22 17 12 8 6 5 5 4 5 5 6 3 3 3 3 3 3 15 18 15 13 21 17 12 8 6 6 7 8 6 9 13 12 3 3 3 3 3 3 18 26 28 24 18 13 7 5 3 3 3 4 3 5 7 8 5 5 5 5 5 5 18 22 23 21 24 14 9 6 4 4 4 5 4 7 6 8 5 5 5 5 5 5 13 15 18 17 19 22 22 16 8 7 11 8 8 6 6 6 0 0 0 0 0 0 4 7 7 7 10 13 13 11 12 6 11 7 6 6 6 5 5 3 3 3 3 3 3 8 18 19 18 29 30 26 15 4 3 3 3 3 4 4 6]"
"392","60","false","false","3","false","0","0.013","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[6 6 6 6 6 6 6 6 6 33 40 29 11 6 6 2 2 2 4 7 7 6 1 1 1 1 1 1 7 19 20 20 26 23 15 7 5 4 2 2 4 5 7 11 10 5 5 5 5 5 5 11 14 16 16 24 27 23 18 12 9 10 10 9 11 10 11 11 6 6 6 6 6 6 14 27 29 25 22 20 14 8 6 5 5 8 7 8 9 10 9 5 5 5 5 5 5 32 34 30 24 17 10 5 4 4 9 11 12 11 13 11 11 3 3 3 3 3 3 14 17 18 19 27 30 19 12 9 9 9 9 7 10 12 10 7 7 7 7 7 7 16 18 18 15 23 17 10 7 5 7 8 7 8 8 12 11 3 3 3 3 3 3 12 16 16 16 23 26 22 12 7 5 4 2 2 2 3 3 3 3 3 3 3 3 14 20 22 20 22 17 10 9 5 4 8 8 8 8 11 10 10 3 3 3 3 3 3 19 33 34 34 34 33 23 10 4 3 3 3 3 4 6 6]"
"391","60","false","false","3","false","0","0.013","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[4 4 4 4 4 4 4 4 4 19 30 25 18 11 10 8 8 7 7 12 11 10 7 7 7 7 7 7 15 20 20 20 25 19 15 12 6 4 6 6 4 5 8 8 8 3 3 3 3 3 3 9 18 19 19 24 21 19 10 8 6 7 8 8 9 12 10 8 2 2 2 2 2 2 7 29 29 23 9 7 5 5 4 4 6 13 11 11 11 13 14 5 5 5 5 5 5 14 15 17 16 21 20 16 9 5 6 6 6 5 9 12 11 3 3 3 3 3 3 16 20 20 24 24 16 7 4 2 1 1 1 1 5 8 8 4 4 4 4 4 4 18 28 26 26 25 16 11 9 9 9 9 9 9 11 11 12 2 2 2 2 2 2 11 12 13 13 13 17 20 20 20 14 14 14 12 11 11 10 4 4 4 4 4 4 8 11 11 11 15 17 18 18 19 20 19 8 6 4 4 3 3 0 0 0 0 0 0 6 11 13 13 16 18 15 13 9 6 9 7 7 9 11 11]"
"394","60","false","false","3","false","0","0.013","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[7 7 7 7 7 7 7 7 7 40 39 18 4 6 5 5 5 5 7 7 6 6 2 2 2 2 2 2 10 21 25 20 16 16 10 7 7 8 8 8 8 8 8 7 5 2 2 2 2 2 2 9 20 21 21 22 13 11 7 6 6 6 7 7 7 7 8 9 2 2 2 2 2 2 5 14 21 20 22 18 15 8 8 8 6 7 7 7 9 11 11 3 3 3 3 3 3 13 17 17 20 24 24 19 16 7 6 8 7 7 6 6 6 1 1 1 1 1 1 13 13 15 14 22 23 19 13 11 8 9 9 9 9 9 8 5 5 5 5 5 5 14 18 16 16 22 14 10 8 7 7 9 7 7 9 8 5 1 1 1 1 1 1 6 7 7 8 11 15 15 18 19 18 19 8 8 7 7 6 1 1 1 1 1 1 8 10 10 10 20 21 17 12 8 5 5 6 6 6 9 8 8 5 5 5 5 5 5 9 17 18 18 23 25 23 12 6 4 4 2 3 3 5 6]"
"398","60","false","false","3","false","0","0.013","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[5 5 5 5 5 5 5 5 5 24 31 32 24 14 9 7 7 7 7 7 8 8 3 3 3 3 3 3 10 14 16 16 23 28 22 7 5 5 5 8 8 10 10 8 8 2 2 2 2 2 2 7 15 15 15 21 25 25 22 18 10 8 5 5 5 6 6 5 4 4 4 4 4 4 10 15 15 15 17 25 24 17 11 9 7 5 5 5 6 10 10 1 1 1 1 1 1 6 7 7 9 13 15 15 15 16 24 27 15 13 10 8 7 2 2 2 2 2 2 13 13 14 14 16 18 18 18 12 12 12 9 8 8 8 8 2 2 2 2 2 2 12 16 17 18 24 25 26 21 11 9 7 7 8 8 8 8 4 4 4 4 4 4 13 20 21 19 17 20 11 5 3 3 2 2 2 3 7 8 2 2 2 2 2 2 7 9 9 9 9 11 12 13 13 14 24 14 11 8 6 6 6 0 0 0 0 0 0 5 7 7 7 16 16 17 17 20 17 22 14 8 7 7 7]"
"387","60","false","false","3","false","0","0.013","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[12 12 12 12 12 12 12 12 12 43 50 33 20 10 10 8 8 9 10 12 8 10 4 4 4 4 4 4 22 29 32 28 17 8 4 4 4 4 12 12 12 13 12 11 11 2 2 2 2 2 2 10 22 25 23 25 19 10 5 4 4 5 7 9 8 8 8 7 3 3 3 3 3 3 5 18 22 19 10 6 5 5 5 6 10 10 13 12 12 12 12 6 6 6 6 6 6 40 39 31 21 13 11 10 10 10 12 11 9 9 11 11 11 8 8 8 8 8 8 41 40 36 13 8 2 2 2 2 4 7 7 7 9 8 8 5 5 5 5 5 5 31 36 30 25 17 12 6 5 5 5 6 8 8 9 8 8 3 3 3 3 3 3 23 26 28 22 14 13 10 9 9 9 11 11 10 11 14 14 6 6 6 6 6 6 21 31 28 22 17 7 6 5 5 5 7 6 5 4 4 3 3 1 1 1 1 1 1 8 19 19 19 26 18 18 13 6 5 7 6 5 5 6 5]"
"400","60","false","false","3","false","0","0.013","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[8 8 8 8 8 8 8 8 8 36 41 27 10 9 8 5 5 5 6 8 10 9 6 6 6 6 6 6 20 31 34 23 10 10 8 6 6 6 7 7 7 8 8 9 9 4 4 4 4 4 4 7 19 21 18 20 12 8 4 3 3 4 5 5 5 4 3 3 1 1 1 1 1 1 6 16 16 17 17 18 10 3 4 4 4 4 4 4 2 3 3 0 0 0 0 0 0 8 9 9 10 15 15 12 11 6 6 5 3 3 4 3 2 1 1 1 1 1 1 15 18 18 22 22 17 8 5 5 5 5 5 5 8 10 10 5 5 5 5 5 5 17 26 23 20 21 12 7 6 6 6 9 6 6 7 11 11 5 5 5 5 5 5 17 27 25 23 19 19 12 8 8 7 6 5 5 6 5 5 2 2 2 2 2 2 5 9 9 9 11 16 15 15 13 16 20 15 11 8 8 8 8 4 4 4 4 4 4 5 12 13 13 22 25 27 22 15 11 8 8 8 9 8 9]"
"399","60","false","false","3","false","0","0.013","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[13 13 13 13 13 13 13 13 12 39 44 31 17 5 4 4 4 4 6 9 7 7 4 4 4 4 4 4 25 42 35 25 17 7 5 4 5 5 7 9 10 10 11 10 7 3 3 3 3 3 3 9 20 25 24 28 28 25 19 17 14 12 9 8 7 8 8 9 4 4 4 4 4 4 7 25 27 26 30 29 26 13 9 8 8 7 8 8 9 9 9 1 1 1 1 1 1 14 17 17 19 21 20 16 12 6 5 5 6 6 7 8 8 4 4 4 4 4 4 13 13 13 13 16 16 16 12 8 8 7 6 5 5 5 6 2 2 2 2 2 2 18 24 23 19 26 16 11 8 7 7 6 6 6 8 8 8 5 5 5 5 5 5 13 17 15 15 23 25 23 14 11 7 5 4 4 4 6 6 4 4 4 4 4 4 19 27 24 21 18 10 4 4 4 5 6 6 7 6 8 7 7 3 3 3 3 3 3 12 18 19 19 24 28 26 20 12 6 4 6 6 5 6 6]"
