"BehaviorSpace results (NetLogo 6.2.0)"
"EBIVModel.nlogo"
"DensityFinal"
"11/07/2023 12:39:41:284 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","19","0","49"
"[run number]","max-resources-base","pcolor-update?","resources-dynamic?","print?","ITV-var-BMR","r-growth-ts","perc-resource-cells","n-animals","debug","out-year","overwinter-skip?","ITV-var-repro","ITV-var-growth","home-ranging?","fragmentation-level","[step]","dens-list","pop-list","off-list"
"4","140","false","false","false","0","0.011","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 12 16 22 23 24 28 30 29 30 31 31 32 32 35 34 33 33 33 33 33 31 31 31 31 30 32 34 34 35 35 34 35 34 33 33 33 31 30 26 26 25 25 24 21 20 18 17 12 10 8 6 6 6 5 5 5 4 3 3 3 2 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 4 4 4 4 4 4 4 4 4 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 10 12 13 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 16 16 17 17 18 19 20 20 21 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 24 24 25 26 26 25 25 26 25 25 26 26 26 26 27 33 41 43 46 48 51 48 48 43 40 40 43 44 42 39 40 37 36 34 31 27 25 24 22 18 16 15 12 11 9 8 6 7 7 7 6 6 6 6 4 4 4 3 3 3 3 3 3 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 4 4 4 4 4 4 5 5 5 6 6 6 6 6 5 5 5 5 5 5 5 5 5 5 5 5 8 11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 13 13 14 15 15 15 15 15 15 15 15 15 15 19 19 19 26 28 29 31 32 33 33 34 36 36 42 43 45 46 47 47 48 48 47 47 47 46 44 40 40 41 37 35 31 25 25 26 22 19 19 14 12 12 10 8 6 4 4 3 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 9 9 9 9 9 10 10 10 10 11 12 12 12 12 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14 15 20 20 21 24 26 26 27 28 28 28 29 29 30 33 33 33 33 32 32 33 33 33 33 33 33 33 34 37 40 42 45 46 49 46 48 47 48 46 46 45 44 43 45 43 42 39 37 36 33 31 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 23 22 22 22 22 39 55 54 56 55 57 55 50 53 54 52 51 50 44 40 39 38 36 36 36 35 33 31 31 31 30 27 24 20 17 16 14 12 12 12 10 9 9 9 9 8 5 5 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 4 4 4 5 6 7 8 8 7 7 7 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 5 5 5 5 5 5 6 6 6 5 5 5 5 5 5 5 5 5 5 5 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 8 10 12 12 13 15 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 17 17 17 18 17 17 21 22 22 22 22 22 23 23 23 23 23 23 23 23 25 25 25 25 25 25 25 25 26 27 27 27 27 27 27 30 30 29 29 28 29 28 28 30 34 42 42 43 47 46 46 43 40 35 34 31 27 26 24 20 17 16 15 14 11 10 9 5 5 3 3 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 8 8 8 8 8 10 10 10 10 11 11 13 16 16 17 17 18 21 22 22 23 25 27 27 27 27 27 27 27 27 31 31 33 33 34 34 34 36 38 38 39 39 45 46 49 50 48 50 52 52 53 53 53 52 52 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 23 38 43 54 60 61 63 62 62 63 66 66 66 65 67 67 66 63 62 61 61 61 60 55 51 50 49 43 36 33 31 29 26 24 23 22 23 22 17 14 12 9 8 7 7 6 6 5 5 5 5 5 4 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 6 6 6 6 6 6 6 6 6 6 5 5 5 5 5 5 5 4 4 4 4 4 4 4 4 5 5 5 5 4 5 5 5 5 5 5 5 4 4 4 4 4 4 4 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9 14 14 16 16 16 16 16 16 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 19 22 23 24 24 24 24 24 24 24 24 24 25 26 26 27 27 27 28 28 28 28 28 28 28 28 28 30 31 31 30 29 28 28 28 28 28 28 28 28 31 34 37 37 38 39 39 43 44 45 44 40 40 39 36 36 33 32 32 32 32 29 27 25 24 20 16 15 13 14 12 16 14 14 13 14 13 13 12 12 10 9 9 11 11 9 8 8 8 8 8 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 7 10 10 12 13 13 13 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 16 17 17 18 18 19 20 21 22 23 23 23 24 24 26 28 28 28 28 28 28 28 28 28 28 28 29 29 30 30 31 31 32 33 34 34 34 34 36 36 37 38 39 39 44 47 47 46 48 48 51 48 51 48 45 42 41 39 38 39 36 35 34 31 28 29 29 27 26 23 22 22 22 19 21 19 19 19 19 18 17 17]","[]","[]"
"5","140","false","false","false","0","0.011","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 25 33 44 51 51 55 58 57 59 59 60 60 59 58 57 56 54 54 54 52 51 51 51 48 47 47 50 52 51 50 49 47 43 41 38 37 35 33 32 31 31 29 29 29 29 28 27 24 21 17 16 16 14 13 12 11 10 10 9 9 9 8 7 7 7 7 8 8 9 9 9 9 8 8 8 8 8 8 8 8 8 8 8 7 7 6 5 5 5 5 5 5 5 4 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 11 14 15 15 16 20 21 21 22 22 23 23 23 23 23 23 22 22 22 22 22 22 22 22 24 26 26 26 29 31 33 34 35 36 36 36 37 37 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 41 41 42 42 43 43 41 40 38 37 35 33 28 25 19 16 15 14 17 15 15 15 12 12 11 12 12 12 10 9 10 10 10 10 10 10 10 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 11 13 17 19 21 21 22 22 22 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 31 33 35 35 35 38 39 39 39 42 42 45 45 46 46 47 47 47 47 47 46 46 45 43 43 44 44 45 46 44 44 41 35 35 33 33 30 26 25 23 22 22 21 19 15 16 12 10 9 8 8 8 7 6 6 6 6 6 6 6 6 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 5 5 5 5 5 5 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 7 8 10 10 11 11 11 13 13 14 14 15 15 15 15 15 15 15 15 15 15 15 15 15 15 16 17 17 17 17 17 17 17 17 21 21 21 22 23 24 24 24 24 24 24 24 24 24 24 24 26 26 26 26 28 28 28 28 28 28 28 28 28 27 33 38 39 41 39 39 41 42 43 41 38 37 32 32 27 26 26 22 21 19 16 13 10 10 9 9 6 7 6 6 5 5 5 5 5 6 6 5 6 6 6 6 5 5 5 5 5 5 5 5 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 6 6 6 6 6 7 7 7 7 7 7 7 8 8 9 9 10 10 10 10 10 10 10 10 10 10 10 10 10 10 12 12 12 12 13 13 13 13 13 13 15 15 22 30 33 33 35 35 35 36 37 36 36 36 37 37 37 37 37 37 37 37 37 37 37 37 38 41 42 46 49 50 51 52 50 51 51 49 46 45 45 45 41 37 40 37 35 30 26 24 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 8 16 16 20 21 24 23 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 30 30 33 37 38 40 39 39 40 40 45 45 45 46 45 44 44 43 43 43 43 43 43 42 40 39 38 37 37 37 37 37 41 41 38 40 39 39 37 36 38 38 38 34 33 27 23 21 18 17 18 17 16 13 11 10 10 10 10 10 8 8 7 6 6 6 6 6 6 6 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 6 7 10 10 14 14 16 16 16 17 17 17 17 17 17 20 20 20 20 20 20 20 20 20 20 20 20 26 26 26 26 27 28 28 28 29 29 32 33 33 33 33 33 33 33 33 33 33 33 33 32 32 32 31 33 31 31 30 31 29 27 25 23 23 24 28 29 31 33 33 31 28 27 24 26 25 26 25 23 21 21 23 22 20 20 18 16 14 12 10 8 6 7 6 5 6 6 7 7 7 7 7 7 5 5 5 5 5 5 5 5 5 5 5 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 4 7 9 11 12 12 12 12 12 13 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 16 16 16 16 16 16 16 16 16 16 16 17 17 17 17 19 19 19 19 19 19 19 19 19 19 19 21 21 21 21 22 22 22 25 25 25 25 25 28 30 36 38 44 45 49 50 55 57 59 59 61 63 62 61 62 62 60 57 56 53 53 54 52 51 50 47 46 48 46 43 36 29 24 23 22 22 22 20 19 14 12 11 11 11 11 11 11 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 7 8 8 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 10 10 10 10 10 11 14 14 14 13 13 13 13 13 13 13 13 13 13 13 13 13 15 15 15 15 17 17 17 17 17 18 19 19 21 24 24 24 27 27 29 43 47 49 54 54 54 57 59 59 59 59 59 57 57 56 55 55 54 54 54 53 51 47 46 45 39 39 36 34 27 21 20 20 19 19 16 16 15 13 11 8 9 9 9 9 9 7 6 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 7 8 8 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 11 11 15 15 16 16 16 18 18 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 20 22 22 24 23 23 23 23 23 24 27 32 42 47 53 49 55 56 56 54 56 58 57 52 50 50 46 38 32 28 24 21 15 12 8 5 4 4 4 4 4 5 5 4 4 4 4 4 4 4 4]","[]","[]"
"7","140","false","false","false","0","0.011","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 7 8 8 9 11 12 12 12 12 12 14 14 14 14 15 17 17 17 17 17 17 17 17 17 19 18 17 17 18 18 19 20 19 19 18 20 20 20 21 21 23 23 23 23 23 23 23 22 22 22 22 21 22 22 21 21 22 22 22 20 20 20 20 19 19 19 19 19 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 29 40 46 56 62 68 72 75 77 77 77 76 75 75 72 70 69 68 66 65 65 63 61 57 55 52 45 39 37 34 28 26 24 21 18 17 16 14 13 11 10 8 6 5 4 4 4 4 4 4 4 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 6 8 7 7 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 6 6 6 6 6 6 6 6 6 6 6 6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 7 8 9 9 9 10 10 10 10 10 10 10 11 11 11 12 12 12 12 12 12 12 12 12 12 14 14 14 14 14 16 16 16 16 16 17 17 17 17 17 20 22 22 22 23 23 23 23 23 23 23 23 23 23 23 23 24 24 24 25 24 24 25 25 25 26 27 32 33 36 39 38 38 37 40 40 39 40 41 41 41 38 37 35 34 31 31 29 27 27 27 28 28 27 25 25 24 23 22 21 22 19 18 18 15 15 15 14 13 11 11 11 11 11 10 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 9 11 11 12 12 14 14 17 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 22 22 21 21 21 21 21 21 21 21 22 23 23 22 22 22 22 22 22 22 22 22 22 22 23 23 23 22 22 23 23 22 22 23 22 22 23 23 24 24 26 29 31 31 32 33 38 39 42 44 41 41 40 38 36 35 37 36 36 35 32 29 29 28 27 25 20 19 18 18 18 17 16 18 17 16 16 16 16 16 15 14 13 11 10 10 10 8 7 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 10 21 23 24 26 28 33 33 33 33 33 34 34 34 35 35 35 35 35 35 36 36 36 36 36 38 38 42 45 45 47 48 49 50 50 53 54 54 54 54 54 54 54 54 54 54 54 54 50 49 47 47 45 42 42 40 39 34 31 30 30 28 28 26 25 22 21 19 20 21 20 20 21 21 19 16 14 14 12 11 9 7 7 7 7 6 6 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 10 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 14 14 14 16 19 20 20 20 20 19 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 24 24 24 24 24 24 23 26 30 32 39 42 42 43 45 46 46 46 46 45 45 45 47 47 44 43 43 42 42 41 41 41 39 39 39 39 41 40 40 40 37 35 34 33 32 31 33 30 26 24 24 22 20 20 18 18 18 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 23 36 43 50 53 54 55 55 55 54 52 49 51 47 45 46 45 45 43 43 43 42 43 41 41 41 41 41 40 42 42 42 41 41 39 39 39 39 39 40 38 38 38 38 38 38 37 37 36 34 34 34 34 35 33 33 34 30 27 24 24 22 21 19 17 14 14 14 14 12 11 11 11 10 10 8 10 10 9 7 6 6 6 6 6 6 6 6 6 5 5 5 5 5 6 6 7 7 7 7 7 7 7 6 7 7 7 7 7 7 6 6 6 6 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 6 7 10 10 11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 14 14 14 15 15 17 17 17 17 17 17 17 17 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 19 19 19 19 18 18 18 18 18 18 20 22 24 24 27 30 35 39 38 38 41 43 43 44 44 45 45 45 43 43 42 43 43 42 42 42 42 42 41 38 38 38 38 39 39 39 40 41 41 38 36 35 32 32 30 29 29 28 27 26 25 24 22 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 29 43 58 63 65 67 67 67 66 63 64 60 60 58 59 55 56 55 54 54 53 51 48 46 45 46 48 48 48 48 47 45 45 45 43 42 41 39 38 34 32 30 28 25 23 21 21 21 19 18 18 17 14 14 14 13 13 12 11 11 11 10 10 8 8 8 7 7 7 7 7 6 5 4 4 4 4 4 4 4 4 4 3 3 3 3 3 3 3 4 4 4 4 4 4 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 8 11 13 16 16 16 16 17 17 17 17 18 18 18 18 18 18 18 18 18 18 18 18 18 18 20 20 20 21 24 24 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 26 27 27 27 26 26 26 26 24 24 24 24 30 36 38 39 40 39 39 40 36 36 36 34 33 33 33 33 31 30 30 30 29 29 29 28 27 27 28 28 29 29 28 28 24 24 21 19 18 16 15 15 14]","[]","[]"
"6","140","false","false","false","0","0.011","0.75","100","Dens","-1","true","0","0","true","0.9","77290","[8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 17 23 27 29 31 33 32 32 31 31 31 31 32 32 33 33 32 31 30 29 29 28 28 28 28 28 33 33 39 38 39 35 33 31 33 29 26 25 24 24 24 21 20 18 17 17 16 13 11 4 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 3 3 3 3 3 3 3 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 7 7 7 10 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 14 14 15 15 18 18 18 18 18 18 20 20 20 20 20 20 20 20 20 20 20 20 20 23 23 23 23 23 23 23 24 24 24 24 24 26 26 27 30 30 33 36 40 39 45 46 53 58 57 57 55 59 63 60 61 60 59 59 60 56 52 52 49 45 42 41 39 39 37 35 35 31 30 28 30 27 25 23 21 18 15 15 15 11 8 8 7 7 7 7 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 13 14 18 20 20 21 21 22 22 26 26 29 29 29 29 29 29 29 29 29 29 29 29 29 29 31 33 37 39 38 39 40 40 40 39 40 41 41 41 41 40 40 41 41 40 39 39 40 36 36 34 34 31 31 30 30 29 27 27 27 26 26 25 22 19 21 21 22 22 21 19 18 15 15 14 12 11 12 12 11 11 10 10 9 10 10 10 10 9 8 8 8 7 7 7 7 7 7 7 7 7 7 6 5 7 6 6 5 5 4 4 4 4 4 4 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 4 6 8 8 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 11 12 13 13 17 20 20 21 21 21 21 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 23 23 23 25 25 25 29 29 29 30 30 29 31 35 38 44 47 52 55 56 59 59 60 61 60 60 60 61 60 56 55 54 51 47 45 38 35 35 29 27 21 19 20 21 22 15 13 13 11 11 11 12 12 10 8 8 8 8 7 7 7 6 6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 3 3 5 6 7 7 7 7 7 8 8 8 8 8 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 10 10 10 10 11 11 11 11 11 13 13 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14 16 18 18 18 18 18 17 17 17 17 19 21 28 28 28 29 28 28 31 31 34 35 38 37 36 36 35 34 34 36 38 38 37 37 37 36 37 40 44 44 40 37 34 33 29 28 28 26 26 21 20 15 14 12 12 12 8 7 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 9 10 10 10 11 12 14 14 14 14 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 17 18 18 18 18 18 20 20 21 20 19 20 20 20 23 23 23 23 22 22 21 21 21 21 21 21 22 24 24 24 24 24 24 24 24 24 26 26 26 28 32 38 40 42 43 44 46 49 50 50 53 55 56 55 56 53 53 53 51 50 49 47 46 44 43 44 46 44 40 39 39 36 32 26 22 20 17 15 14 13 12 11 10 10 9 7 7 7 7 6 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 5 8 12 13 13 13 13 13 13 13 13 13 13 15 15 15 15 15 15 15 15 15 15 15 16 17 17 17 19 22 22 22 22 22 22 22 22 22 22 22 22 25 24 24 24 24 24 24 24 24 24 25 25 27 27 27 30 33 33 34 34 32 32 32 35 38 43 53 53 57 59 61 61 61 58 58 55 53 48 48 47 47 44 43 41 36 30 30 30 29 27 23 23 25 25 23 22 18 14 14 13 13 13 11 10 9 9 9 9 9 8 8 8 8 8 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 8 10 13 13 14 17 17 17 17 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 21 23 24 25 26 27 27 27 26 26 29 29 29 30 30 30 30 30 30 30 30 30 30 30 29 29 29 29 32 32 32 33 32 31 31 30 29 29 31 34 38 43 43 43 44 48 52 52 51 47 45 44 38 38 34 33 30 25 21 20 19 16 14 14 14 10 7 4 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 4 4 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 7 8 9 11 11 11 12 12 12 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 18 18 19 20 21 21 22 22 22 23 24 32 35 36 41 43 44 45 45 46 48 48 48 47 46 47 47 44 40 37 37 36 35 35 35 35 35 33 33 31 29 30 30 30 26 27 25 26 27 26 26 22 19 17 13 10 10 10 10 9 8 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 6 7 7 11 12 12 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 14 14 14 14 17 18 18 18 18 18 19 20 20 20 21 21 22 22 21 22 22 22 22 22 22 22 22 22 25 25 25 25 25 25 25 26 26 25 25 25 28 30 34 35 38 38 41 37 35 38 40 45 44 41 38 36 32 30 32 26 24 24 24 23 22 23 22 22 19 15 14 14 11 10 8 8 8 7 7 7 6 5]","[]","[]"
